date,debate_subject,speech_id,speaker_id,speaker_name,speaker_party,speaker_role,chair,text,words
2020-03-23,Coronavirus Bill,a60.1,uk.org.publicwhip/person/25120,Jon Ashworth,Labour,Shadow Secretary of State for Health,0,"As I understand it, our amendment calls for a review every six months, but the hon. Gentleman makes an interesting point, to which I am sure Ministers will respond in Committee, when we get to that point later.
I hope the Government will be able to explain the differences between their amendment and ours, and to reassure the House that there will not be large exceptions to the six-monthly review, especially in England, which has only this House to hold Executive power to account.
We have been scrutinising the Bill on behalf of our constituents.
None of us came into politics to put a Bill like this on the statute book, and I for one will never rest until the day comes, hopefully not too far away, when I can come to this House and vote to get to get rid of it.
But what we have seen in recent months is concerning, if not frightening, all our constituents, and it is right that we are taking the powers that we are taking today, although we have to continue to hold Government to account.
We will overcome this virus, and when we do, serious lessons will have to be learned.
The crisis has exposed the vulnerability of a society in which insecure work is rife, deregulation is king and public services are underfunded.
When we come out on the other side, as we will, we have to build a society that puts people first.",1045
2020-03-23,Coronavirus Bill,a63.0,uk.org.publicwhip/person/25820,Munira Wilson,Liberal Democrat,"Liberal Democrat Spokesperson (Transport), Liberal Democrat Spokesperson (Health and Social Care)",0,"The right hon. Gentleman may have seen reports today that some care providers are refusing to take patients being discharged from hospitals because those hospitals are unable to test them before discharge.
Quite understandably, care homes are concerned about admitting patients who may be carrying the virus, given the other vulnerable people there.
Does he agree that as testing is ramped up, not only health and care professionals but patients being discharged should be a priority?",228
2020-03-23,Coronavirus Bill,a65.0,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"It is a pleasure to follow the right hon. Member for South West Surrey (Jeremy Hunt).
I do not think he will mind my saying that I cannot think of another time when I have agreed with almost every single word he said.
I hope that people listen to his wise words, which come from his experience; there was an awful lot in his speech that was sobering.
The way we are conducting this debate and the collegiate style of the contributions from the Secretary of State and the shadow Secretary of State are a testament to the importance of the crisis we are all experiencing.
In this national emergency, the desire shared by all our constituents is that we all work together.
I will begin by saying something that is often repeated, but cannot be said enough.
On behalf of all who sit on the Scottish National party Benches, I thank all of those who work in our NHS—our doctors, our nurses and all those in support roles around them who day after day make the choice to go into work, literally risking their own health to save the lives of others.
At a time when the fragility of human life occupies the thoughts of us all, their example, their care and their limitless compassion are a source of inspiration and comfort to us all.
They are nothing short of heroic.
In return, they deserve all our thanks, but even more important, they need all our support.
Today we would all do well to keep it in mind that the primary purpose of the emergency legislation is to help them—to help those who work in our NHS across all these islands.
They need our help to slow the spread of this virus.
They need our help to flatten the curve of infection.
They need our help to reduce the pressure on their services.
In passing these emergency measures, we have to be fully transparent and open.
That means being honest about the uncertainty of the timeline ahead.
There are few things we can say for certain, but we know we are only in the foothills of this mountainous challenge.
There remains a long way to go.
We have to be honest that in fighting this virus, we may only be approaching the end of the beginning.
No one knows for sure when this will end, but we do know that NHS and governmental action will not be enough on its own.
Everyone has a part to play.
We can get through this and overcome it only if we all work together.
On the specifics of the Bill, first, I am pleased to confirm that the Scottish Government have worked constructively with the UK Government on this legislation.
It is important to say that, given the context of the last few years.
It is no secret that there has been a virtual stand-off in other legislation, but the joint efforts and the extensive co-operation on this Bill highlight the extraordinary public health and economic challenges posed by the virus.
Passing this legislation is fundamentally about protecting and saving lives.
Politics cannot and will not be allowed to get in the way of that.
The Scottish Government tabled their legislative consent motion, with advice to approve consent, in Holyrood last Thursday.
The LCM will now be considered by the Finance and Constitution Committee at Holyrood on Tuesday morning, and will be debated in the chamber on Tuesday afternoon.
The urgency of that timeline is, unfortunately, necessary.
It is clear, and we accept, that this Bill cannot be scrutinised in the way we would normally wish.
The immediacy of the pandemic, and the unprecedented challenges facing Scotland and the rest of the UK, simply does not permit that.
The stark reality is that there is simply no time to lose.",4441
2020-03-23,Coronavirus Bill,a66.0,uk.org.publicwhip/person/10172,Jeffrey M. Donaldson,DUP,"DUP Chief Whip, Shadow DUP Spokesperson (Business in the House of Commons)",0,"There is common cause even between Unionists and nationalists on this issue.
The Northern Ireland Assembly will tomorrow give consideration to the legislative consent motion.
Does the right hon. Gentleman agree that before this legislation is enacted and enforced, the Government must move swiftly to give the self-employed people whom he and I represent the reassurance they need that they will be supported?",192
2020-03-23,Coronavirus Bill,a66.1,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"I am happy to say that I completely agree.
My right hon. Friend and I were in meetings with the Prime Minister last Friday morning, and there was a consensus about the economic measures that had to be taken for those who were in employment—one of the reasons being that we were fearful of the potential risks of unemployment if we did not take those measures.
I commend the Government for the actions that were taken and the announcements made last Friday afternoon, but there is unfinished business for the self-employed and the unemployed.
Collectively, we need to work together to do what we need to do in order to secure the incomes of those we are asking to take action to protect themselves and the rest of us over the course of the coming months.
I hope that the Chancellor will be in a position to meet Opposition leaders over the course of the next few hours, and to come to the House tomorrow to tell us all what we are going to do to ensure that we protect the interests of absolutely all our citizens.",945
2020-03-23,Coronavirus Bill,a66.2,uk.org.publicwhip/person/25677,David Linden,Scottish National Party,"Shadow SNP Spokesperson (Housing, Communities and Local Government)",0,"A number of Glasgow taxi drivers live in my constituency and they are self-employed.
Over the weekend and last week, many have taken their cars off the road.
May I say to the Government, through my right hon. Friend, that time is really running out?
We need the Chancellor to come to the Chamber tomorrow to make it crystal clear that support will be given to taxi drivers and lots of other self-employed people, including those in the wedding industry.
The measures that have been brought forward so far are very good, but time is literally running out for self-employed people.",520
2020-03-23,Coronavirus Bill,a66.3,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"I agree.
I hope that the Minister might make some reference to this issue when she sums up later.
We are respectfully saying to the Government: let us work together to ensure that we can offer the financial security that all our citizens need, whether we are talking about taxi drivers in Glasgow, or the people who provide bed-and-breakfast accommodation and guest houses in my constituency, whom I am asking to shut their doors.
It is important that we provide the financial security that they all need.
It is impossible to overstate the scale and seriousness of this health and economic emergency.
None of us has witnessed or experienced anything like this before.
It is no exaggeration to say that the covid-19 threat is the biggest challenge that we have faced since the second world war.
That is the frame of mind that all of us should be in.
It is for that reason—the extremity of this time—that we welcome the measures in the Bill.
They are the measures that we need to fight this virus.
The breadth of measures contained in this legislation reflect the enormity of the challenge across these islands.
They also include bespoke provisions for Scotland to reflect our different legal system.
For the public looking on today, it is crucial that we explain fully the powers that are being discussed and sought, and the reasons for them.
They include additional public health measures to assist with the containment or mitigation of the spread of disease.",2016
2020-03-23,Coronavirus Bill,a67.1,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"Give me some time and I will.
The part of the world I live in, the highlands, needs the powers in this Bill if we are to protect our population, and I know that the same goes for the constituencies of many other right hon. and hon. Members, not least the hon. Member for St Austell and Newquay (Steve Double), whom I know has been outspoken on this in the past few days.
Let me put on the record the challenge we are facing.
The Highland Council landmass is 25,656 sq km, and of course that area does not include Argyll, the Northern Isles or the Western Isles.
That Highland Council area makes up 32% of the landmass of Scotland and 10.5% of the UK landmass, yet we have one acute hospital, in Inverness.
For many, that hospital will be more than three hours’ drive from home.
Just think about that.
If a hospital in an urban area has an issue with capacity, people can often be transferred to another hospital, but we do not have that opportunity in the highlands, as we have that one hospital.
I am asking everyone who is thinking about coming to the highlands to think about that threat to our NHS.
I have been working with the NHS and talking to the police, and on the back of what we have been witnessed over the weekend I would like, with the forbearance of the House, to read out a press release from the chief executive of NHS Highland yesterday.
It stated:“As a community we in the Highlands, Argyll and Bute are friendly, welcoming and hospitable to the thousands of visitors we get all year every year.
However, we are currently in a situation that has never been experienced before and for the first time we are making a plea for you to stay away.
We have heard that there are many people using campervans/motorhomes to make their way to the Highlands and Argyll and Bute as a way to self-isolate during this period.
Please don’t.ational advice is quite clear that we, as a nation, need to stay at home, self-isolate and stop all non-essential travel.
This includes using our area as a safe haven.
We have asked our communities in NHS Highland to do everything they can to stay safe.
This includes self-isolating, working from home (where possible), and limiting their contact with the outside world.
”That is a very clear and a very stark message.",2965
2020-03-23,Coronavirus Bill,a68.1,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"That is the height of irresponsibility, and Amazon and anybody else who would behave in that way needs to think again.
Of course there are companies that are engaging in best practice.
I have had a number of complaints from people in the highlands about those who have not been doing the right thing, but let me thank Highland Experience Tours, which has suspended all its activities and sent its drivers home.
The hon. Member for Ilford North (Wes Streeting) mentioned Sykes Cottages, and I have to disagree with what he said, because its behaviour has been absolutely reprehensible.
Let me read to Members what Sykes Cottages sent to me on Saturday.
It said, “Given concerns surrounding the current outbreak, it is understandable that people want to arrange private accommodation in more remote locations to distance themselves from larger towns and cities.
The latest Government advice does not prohibit travel in the UK.
We are continuing to provide a service for customers.”
That is a service to customers to come from the urban areas; it is deliberately creating the circumstances whereby their customers should come to self-isolate in an area where we have limited public health capabilities.
That simply is not good enough.
I am delighted to say that, under pressure, the site has now relented and is stopping new bookings in the highlands and islands over the next few weeks, but it has sent a considerable number of people up to the highlands who are there today.
The site should be delivering immediate advice to all those guests that they should return home to their place of origin.
I give the same message to those with holiday homes and second homes in the highlands: “Do not come to the highlands.
Do not put additional pressure on our public services.
We will welcome tourists back to the highlands once this emergency is over, but do not threaten the health of our constituents.”
In my district, like in many rural areas, 35% of the population is aged over 65.
We have to think about the needs of those living in such areas.
In addition to the sites I have mentioned, Cottages.com is refusing to allow cottage owners to cancel bookings without a penalty, which is simply not good enough.
As this is now in the public domain, I hope all these providers will now think about their responsibilities.
As I have mentioned, some providers are behaving more responsibly.
HomeAway has guidance on its booking site for giving refunds to those who cancel, but I will read one last email from somebody living in the Lake district:“My family and I were due to take up a holiday home rental from the 28th March.
We will stay away and remain in the Lake District where we live.
“
My family and I were due to take up a holiday home rental from the 28th March.
We will stay away and remain in the Lake District where we live.
However you might be interested to learn that the owner of this holiday home, let through HomeAway, is refusing (at present) to cancel my booking, refund my payment of £957 or move my reservation to next year.
He maintains that Skye is an ideal place to self-isolate…and as the home is available he is refusing to refund the total of my booking fee.
”[Interruption.]
I can hear an hon. Member shout, “Shocking.”
Skye, or anywhere else in the west highlands, is no place for anyone to self-isolate, and I hope this cottage owner, and others who are behaving in such a reprehensible manner, changes their ways.
Of course, it is not just those who are providing accommodation.
Everyone knows about the Harry Potter films and the attractions of the rail line from Fort William to Mallaig.
The steam trains, which operate on a regular basis, are due to start on 6 April.
What on earth is the Jacobite steam train company thinking?
These train trips, along with every other visitor attraction in the west highlands, must close, and they must close today.
This Bill includes badly needed powers to allow more health and social care workers to join the workforce.
That includes removing barriers to allow recently retired NHS staff and social workers to return to work, as well as bringing back those on a career break and bringing in social work students to become temporary social workers.
It has to be said that the number of doctors, nurses and carers already seeking to re-register to help in this emergency has been one of the most uplifting stories of this crisis.
The Bill allows that process to become much easier.
Its provisions also allow for the relaxation of regulatory requirements within existing legislation to ease the burden on staff who are on the frontline of our response.
The next few weeks and months need simply to be about saving as many lives as possible.
Try as we might to save these lives, unfortunately the truth is that this virus will inevitably end up with many of our people dying before their time.
That terrible reality is why it is right that this legislation includes special arrangements and provisions to manage an increase in the number of deceased persons with respect and dignity.
Finally, something my party has raised repeatedly since the early stage of this crisis is the economic interventions required to help our people though this emergency period.
I note that the legislation includes provisions to support the economy, including on statutory sick pay, that are aimed at lessening the impact of covid-19 on small businesses.
While we have welcomed many of the measures brought forward by the Chancellor, we have put it on record that more needs to be done.
The self-employed and the unemployed, whom we talked about earlier, need to be considered.
They are under pressure and they need to know that we have got their backs.
They need the security of a guaranteed income.
We now have an opportunity to overhaul and fix the universal credit system—ending the delays, uprating the level of support and scrapping the bedroom tax.
If we are to fight this virus together, we must ensure that everyone is supported equally and that no one—no one—is left behind.
The emergency and extensive powers in this legislation have rightly raised questions and concerns, many of which we have heard this afternoon.
The imposition of measures that will significantly alter individual liberties deserves full and frank scrutiny, no matter the context.
We know that the Bill sunsets after two years.
However, there are serious concerns over the two-year period and the scrutiny of this measure.
I know that aspects of the Bill and amendments to it will be discussed at later stages.
I hope that the Government will look carefully at the safeguards of regular reporting, review and renewal if it is required.",8159
2020-03-23,Coronavirus Bill,a70.1,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"I agree with the right hon. Gentleman that that would be a very good way forward.
It is important that we enact the Bill, but the House must have oversight of it in the period ahead.
I commend him for his approach.
The Scottish Government have pledged to have appropriate reporting on how and when they will use the powers in the Bill.
They will embed such reporting and renewal in law.
They have stressed that the creation of these additional powers does not mean we will automatically be required to use them.
I hope the UK Government follow that lead and give assurances in the remaining stages this evening.
The emergency powers and the extent of the legislation demonstrate what all of us are faced with.
This is not a normal time.
Unfortunately, the truth is that none of us will live normally for some time to come.
As the First Minister has said, if individuals are continuing to live normally, they need to ask themselves if they are following all the scientific advice.
The sheer speed of the spread of this deadly virus has shocked us all.
It has naturally made us reflect on the way we live and the vulnerability to which we are all exposed.
Equally, it has demonstrated our dependence on one another.
We live in an ever smaller world and the major challenges we all face are the same; we can only face them together.
The provisions in this legislation are about saving as many lives as possible during the biggest health emergency this planet has faced in 100 years.
If we do not take immediate and unprecedented actions, we will be responsible for putting people at risk.
If we act fast, we know that we can save thousands of lives.
It is as simple and as clear as that.
Never has a more important responsibility been placed upon all of us.
Saving these lives must be our sole focus.",1956
2020-03-23,Coronavirus Bill,a72.0,uk.org.publicwhip/person/24905,Bill Esterson,Labour,"Shadow Minister (Business, Energy and Industrial Strategy), Shadow Minister (International Trade)",0,"I entirely agree with the right hon. Member for Chipping Barnet (Theresa Villiers) about the message we should give to our constituents.
We have to support health workers as a priority and we have to support all essential workers, and we have to make sure that everything we do delivers that objective.
I want to say a few words about information.
We need information clarity.
One of the problems we have had over the last few weeks has been the change in the information and advice given by the Government and others.
What the right hon. Lady has said is exactly right: stay at home, stay 2 metres away from everybody else, wash your hands, and protect those health workers and essential workers so they can look after us.
I do think we are going to need more stringent measures, and need them soon.
I will focus the remainder of my remarks on the financial measures.
The Bill references sick pay, but 4.7 million self-employed workers, many of whom have lost their entire work, do not qualify for sick pay, and the same applies to a further 1 million company owners.
It is essential that the Chancellor brings forward measures that deliver sick pay, yes, but also a package for our self-employed workers, as the Musicians Union has suggested, which means the real living wage.
It has suggested £400 a week initially, and an equivalent 80% figure based on previous years’ earnings.
This is to put the self-employed in a similar position to the package the Chancellor suggested for employees on Friday, which I think was a very important step forward.
There has to be rent and mortgage provision that does not put people into arrears.
It is no good pushing people into debt and making life more difficult.
I say these things because if people are not financially secure, they are more likely to make risky decisions and try to go to work, and to act in a way that is counterproductive to achieving the objectives of supporting our health workers and reducing infection.
Another point put to me by many self-employed workers is that insurance is simply not working.
Provision has to be in place for business interruption and for income protection, as those policies are being regarded as not valid by the insurers.
I have had many constituents and business organisations coming to me, including the example of a self-employed couple who already cannot put food on the table.
The other point I want to make is the importance of actions being taken quickly.
The Government need to say for employees, as well as announcing the package for employers, exactly how people are to access the funds.
How do businesses get the money quickly so they can carry out the income replacement schemes?
Given that it will not apply in March, there is a risk that hundreds of thousands of workers will miss out because businesses will not survive.
There are additional costs that have to be covered—the costs of rent, insurance and utilities—and many businesses simply will not be able to cover those costs to be in a position to take advantage of the measures announced on Friday.
This is about speed of access, making sure the schemes are available and that the cash gets through as quickly as possible, and that does mean this week.
I am glad that the Paymaster General is taking notes on these points.
On the loan scheme that has been announced, the banks are saying that they want personal guarantees.
That is going to stop businesses taking out loans, and the loans that might have delivered cover for those other costs are simply not going to be viable for too many businesses.
That is another aspect that needs sorting out.
There is so much detail that needs attention, and I appreciate that, but the schemes need to be up and running.
Emergency workers, especially in the health service, need everyone to be able to stay at home.
The schemes need to be implemented, and information from the Government needs to be clearer.
The Government can now take advantage of advert breaks because the commercial advertisers are not going to be using them.
Let us get the information out there on the telly, on the radio and on social media about how people can access these schemes and about staying safe out there.
Let us make sure these schemes are in place quickly to look after people in employment and self-employment.",4040
2020-03-23,Coronavirus Bill,a79.0,uk.org.publicwhip/person/10155,Edward Davey,Liberal Democrat,"Liberal Democrat Spokesperson (Treasury), Liberal Democrat Spokesperson (Social Justice), Acting Leader, Liberal Democrats",0,"I would like to begin by thanking everyone who is working hard to keep our country and our world as safe as possible from this dangerous pandemic.
Above all, I want to thank the staff of our NHS and our social care sector.
We are seeing people face personal risks, and we will forever be grateful for what they are doing.
In normal times, I and my party would be opposing many of the measures in the Bill with every breath in our bodies.
The implications for civil liberties and human rights are profound and alarming, but our society now faces the unprecedented threat of coronavirus, which leaves some of the most vulnerable in our society at serious risk.
It seems clear that at least some of the new powers being sought by the Government are necessary to deal with the threat.
Nevertheless, our position is that the powers must be used only when absolutely necessary during this emergency, and not for a moment longer.
Like others, I welcome the Government’s change of heart on the two-year renewal.
The six months now proposed is, self-evidently, a significant improvement.
Nevertheless, we remain unclear why it is six months rather than three months.
There may be good reasons, but it is important that the Government set out why they chose six months.
After all, the Prime Minister said just the other day that the peak of the epidemic would be just 12 weeks away, so it is not unreasonable to ask why six months is needed.
Moreover, we need to look carefully at the review process.
When it comes, it should enable amendments to this law, and the other place needs to be allowed to vote on it too.
Let me give one reason why a more frequent renewal process should be considered.
It relates to the Bill’s provisions on social care.
The Bill temporarily suspends the duties on local authorities to meet people’s care needs—from older people to adults and children with disabilities.
I am yet to be convinced that those provisions are needed at all.
They are some of the most alarming provisions in the Bill.
At a time when the most vulnerable in our society need more care, not less, why on earth are people’s rights being reduced?
At the very least, such a reduction in rights for the elderly, disabled and mentally ill must be subject to early review and renewal.
The right hon. Member for South West Surrey (Jeremy Hunt) was right to raise the issue of personal protective equipment and testing.
NHS staff who have contacted me are angry and alarmed at the lack of PPE.
They do not understand why the distribution system has taken so long and is still failing to provide PPE for so many people.
The testing experience in this country compares appallingly with other countries.
There are other problems with the Bill.
Due to the time, I will mention just one: the Bill’s failure to enable the Government to extend the Brexit transition period.
I know that is politically sensitive and contentious.
I know we need to bring our country together after Brexit tore us apart, so I do not seek to reopen the Brexit question, despite what my heart tells me.
I raise the Brexit transition period as a practical and real issue.
Our economy faces its biggest challenge since the second world war—disruption to business on a scale even greater than would have been caused by the worst-case scenario of a no-deal Brexit.
Surely, the Government should think again and allow themselves to extend the Brexit transition period.
We on the Liberal Democrat Benches will support the Bill tonight, but with a very heavy heart.
We hope the Government will come back and allow the House to ensure that we can protect our country against this coronavirus threat but not ditch our civil liberties and human rights.",3475
2020-03-23,Coronavirus Bill,a81.0,uk.org.publicwhip/person/25280,Gavin Robinson,DUP,"Shadow DUP Spokesperson (Defence), Shadow DUP Spokesperson (Home Affairs)",0,"It is a pleasure to follow the hon. Member for North Herefordshire (Bill Wiggin).
When I indicated to some constituents and even members of my family over the weekend that I was coming to London today, they thought I was mad.
They think that, collectively, we should not be here.
They point to the information that we give out and the leadership that we show and wonder why we are here.
But when I reflected that my brother, a consultant in the NHS, will be going into hospital to face these acute difficulties on the ward, and that his wife, my sister-in-law, and tens of thousands of members of our national health service—not through bravado or machismo, but because they care—will be turning up to work today and in the days and weeks to follow, I decided that we could do our duty and be here today.
It is a tribute to our institutions and our democracy that, even though parts of this legislation will curtail our freedoms, we are here, and it is important that we put on record our gratitude for all those who are stepping up at this time.
The shadow Secretary of State for Health raised the subject of parking charges at our hospitals.
I also want to raise that, because I think it is totally abhorrent that, in the face of such adversity, we are expecting people to not only turn up to work at hospital but pay for the privilege of parking there.
I know that all these issues will be devolved and will fall to different trusts and commissioning groups across the country.
I want to put on record my appreciation to the Belfast Health and Social Care Trust for its decision to waive parking charges for staff members in all the Belfast facilities.
I ask the South Eastern trust, which is responsible for the Ulster Hospital in my constituency, to take exactly the same measure.
We need to be supporting people through this.
When I attended a pharmacy on Friday, it could only be described as a warzone.
They asked why they were left without sufficient pharmacists, and in that regard I welcome the extension for new registrants in clause 4.
They were saying, “We can’t sell paracetamol.
We have run out.
You cannot use anti-inflammatories in this situation.
Our stores are filled with 100-packs of paracetamol, and yet we are legislatively precluded from breaking them down and giving them to people who need them.”
They said, “The Government say that we have a home delivery service to get prescriptions out to those in self-isolation, but it is an unfunded and overstretched service, and our vans run on diesel, not good will.”
There are huge challenges in every aspect of our society through this crisis that the Bill alone will not resolve, but it is an important first step.
I want to place on record my appreciation for not only the Government’s engagement with us over the last week but the substantive nature of the Bill.
There is hardly a clause of the Bill that does not replicate provisions for Northern Ireland, Wales and Scotland.
Officials have performed a mammoth task over the last number of weeks, and we need to put on record our appreciation to them.
I want to raise an issue with the Paymaster General, and I hope she will be able to give clarity on two specific points.
As she will know, clause 13 covers continuing healthcare assessments and clause 14 covers local authority care and support in England and Wales, while clause 15 relates to Scotland.
That is the one part of the Bill where I see no corresponding provisions for Northern Ireland.
I mention that not to raise concern, but because there are people out there who are advocating on behalf of charities and who have children in a vulnerable situation or with mental capacity issues who feel that that means they will not get the care they need.
Can she respond appropriately to that, to alleviate their concerns?
Madam Deputy
Speaker, I am grateful for the time.",3558
2020-03-23,Coronavirus Bill,a86.0,uk.org.publicwhip/person/11360,Liam Byrne,Labour,"Shadow Minister (Digital, Culture, Media and Sport) (Digital Economy)",0,"I would like to begin where many hon. and right hon. Members have begun, by putting on record our profound thanks to the volunteers and public service workers who have done so much.
The definition of the frontline is the point of maximum danger, and there are hundreds of thousands of people who have put themselves in danger to keep the rest of us safe.
There is one group I would like to single out: the extraordinary group of people at Heartlands Hospital in my constituency who have been working tirelessly to help to keep our city of Birmingham safe.
It was Ernest Hemingway who said that the definition of courage is grace under pressure.
Well, our volunteers and public service workers are under pressure today like never before.
Their skill, their care, their compassion, their grace, and their courage are something that will live in the memory for generations to come.
There are two issues with the Bill that I want to touch on.
Those issues are protections that are needed, but which are missing from the legislation—one on the income side and one on the cost side.
On the income side, the challenge now for Her Majesty’s Government is to begin quilting together the patchwork of measures that have been so rapidly put in place.
There are five groups whose household income will come under severe pressure very quickly: those who are in work; those who are self-employed; those who are newly sick; those who are newly unemployed; and, of course, those who are having to take parental leave because the schools are now closed.
The Government have moved quickly to put in place wage subsidies, and that is good and welcome.
I add my voice to those who tonight are calling for rapid measures to help the self-employed, but we also need to address three other areas in the income protection system.
First, we need to ensure that the rate of statutory sick pay quickly moves up to about £160 a week.
It is very difficult for people to live on the extent of the pay cut that they have taken just because they are ill.
Secondly, paid parental leave now needs to kick in from day one, and that has to be enforceable as a statutory right.
Thirdly, for those now labouring on universal credit, that payment has to go up to at least £100 a week.
A couple in my constituency with two kids will now be £800 a month below the poverty line if they were having to live on universal credit.
That is simply not acceptable, and we are going to have to improve that situation.
The second protection that is missing relates to costs; I mentioned this earlier in comments I made to the Leader of the House.
Some companies are behaving very badly.
For example, individuals such as Philip Green laid off thousands of staff before the income protection system kicked in.
He should be summoned to the Bar of this House to explain himself.
Staff in Topshop are telling me that they are being prohibited from circulating the petition that I have launched to have him summoned here to explain himself.
Of course, we also need rapid protection in price regulation.
In times of emergency, prices go up.
I have been inundated with complaints after Jhoots Pharmacy in my constituency raised the price of Calpol from a couple of quid a bottle to 20 quid a bottle.
Markets need morals in times of emergency more than at any other time, and we now need rapid action to put in place the price regulation that I have proposed in new clause 28, which has been widely shared and supported by Members across this House.",3982
2020-03-23,Coronavirus Bill,a93.0,uk.org.publicwhip/person/25673,Sarah Jones,Labour,"Shadow Minister (Housing, Communities and Local Government) (Housing)",0,"First, I pay tribute to civil servants across Government, who have worked incredibly hard to put this legislation together.
I welcome the content of the Bill and the work that the Government are undertaking.
.
But I want to focus my remarks on housing, because there are massive holes in today’s proposed legislation when it comes to protections for the millions of people who rent, not own, their home.
I am basing my remarks on the amendments that have, in the last 15 minutes, been published by the Government.
We have absolutely no time properly to scrutinise them.
These are very difficult times for all of us in this country, but the risk of losing one’s home is surely too much to ask anyone to bear at this time, on top of everything else.
The Government themselves have acknowledged that with their action on mortgage holidays.
The Labour party, and my right hon. Friend the Member for Wentworth and Dearne (John Healey) in particular, published draft legislation last week to protect renters, which would have gone much further than the Government have gone today.
There is an overwhelming case for action: 20 million people in England rent, 6 million of whom have no savings whatsoever.
Last week, Shelter estimated that 50,000 households could face eviction through the courts in the next six months, and those evictions do not include large numbers of section 21 no-fault evictions.
We have heard of landlords threatening to evict health workers because of the risk of their exposing others to the virus.
More alarmingly, some of the 1.5 million people the Government have written to and told to stay at home for 12 weeks could face eviction notices over the coming weeks.
Astonishingly, today’s amendments do not get us to what the Government promised last week, which is a three-month ban.
They simply extend the notice period for evictions by one month.
That means that, over this entire period, eviction notices will still be landing on people’s doormats.
They simply will not be evicted until June instead of May.
It is really clear what we need.
We need three things: a real ban on evictions for six months; suspension of rents to defer rental payments and allow repayment over a further manageable period; and a substantial increase in support for rental costs through the social security system.
Although I broadly welcome the work that the Government are doing, it would be frankly disgraceful for Ministers to have promised one thing last week and to have misled renters with a promise to ban evictions, when the reality is nothing like that.
Will the Minister please tell us what he will do for the thousands of families who could be evicted in the middle of this lockdown?
Will we see an immediate suspension of all possession cases?
Shelter has draft legislation in place.
Will the Minister also protect those families in temporary accommodation and bed and breakfasts and listen to the Children’s Commissioner’s call and pay attention—",2173
2020-03-23,Coronavirus Bill,a94.1,uk.org.publicwhip/person/25691,Matt Rodda,Labour,Shadow Minister (Transport) (Buses),0,"I will be brief, given the time, but it is quite clear that we face the most serious and sustained crisis—something that is, quite simply, new to many of us and that our generation has never faced before.
I would like to commend the speech by the former Health Secretary, the right hon. Member for South West Surrey (Jeremy Hunt), in which he pointed out the very effective action that has been taken in a number of Asian countries.
I associate myself with the thrust of his remarks, which is that we need to take very clear and determined action as fast as possible, given the circumstances.
That means obviously much tighter social distancing measures and a much more active approach by the state.
It also requires, as he pointed out and other speakers have said, the need for effective PPE and other supplies to get to our hospitals as soon as possible.
I should say that I have heard of cases in my own area—not in my constituency, but nearby—where there are real concerns about this.
We do need to look at what works and what has worked around the world in tackling this dreadful problem.
There are examples where action has been taken immediately and it has constrained the spread of the virus.
I am very pleased that the Prime Minister has now pivoted: he has listened to the World Health Organisation advice and he has taken the UK on a different track.
We have a very narrow window of opportunity to stem the worst of this crisis.
We have seen what has happened in Italy and in many other countries on the TV news, and we do not want to see that in this country.
I would urge everyone to support the measures that are being taken forward.
However—I am conscious of time—I have some reservations about this Bill.
I would like to echo the points made by my hon. Friend the Member for Leicester South (Jonathan Ashworth) and by other Members around the House about the need for consent, for protection of the needs of vulnerable people and for greater thought to be put in.
I urge the Government to take on board the points made across the House today.
The spirit of the debate has been extremely constructive.
The Minister is nodding and I know she is thinking about this matter.
Please take on board the need for wider social consent, for effective review mechanisms at six months at a minimum, and for a further ability for Parliament to bring it back within a year, if possible.
I urge Ministers to consider that.
I am conscious of time and grateful for the opportunity to speak.",2696
