uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence,metadata__manifesto_id
2010000228,"3. Halt the ""Asylum"" Swindle.  We recognise (under the UN Convention on Refugees) the existence of legitimate international refugees from persecution and war.",1,FALSE,2010000228,"Arrests of Islamic terrorists in Britain, plotting mass murder, and second-generation `Britons' engaged in the 2005 bombing campaign illustrate the link between illegal immigration and terrorism. The link between illegal immigration and crime in our communities -including the ruthless exploitation of the immigrants themselves -is also well documented.","This convention provides that such persons must seek refuge in the nearest safe country bordering the one they are fleeing. We consider that such refugees are, for the most part, the responsibility of the nations within the global region concerned.",BNP 2010
2010000229,This convention provides that such persons must seek refuge in the nearest safe country bordering the one they are fleeing.,1,FALSE,2010000229,"The link between illegal immigration and crime in our communities -including the ruthless exploitation of the immigrants themselves -is also well documented. 3. Halt the ""Asylum"" Swindle.  We recognise (under the UN Convention on Refugees) the existence of legitimate international refugees from persecution and war.","We consider that such refugees are, for the most part, the responsibility of the nations within the global region concerned. An `asylum seeker' who has crossed dozens of safe countries to reach soft-touch Britain has lost the claim of asylum once they move out of that first safe country.",BNP 2010
2010000230,"We consider that such refugees are, for the most part, the responsibility of the nations within the global region concerned.",1,FALSE,2010000230,"3. Halt the ""Asylum"" Swindle.  We recognise (under the UN Convention on Refugees) the existence of legitimate international refugees from persecution and war. This convention provides that such persons must seek refuge in the nearest safe country bordering the one they are fleeing.","An `asylum seeker' who has crossed dozens of safe countries to reach soft-touch Britain has lost the claim of asylum once they move out of that first safe country. Because every `asylum seeker' in Britain has crossed dozens of safe countries to enter the UK, the BNP's attitude is that there are currently no legal asylum seekers in Britain today.",BNP 2010
2010000231,An `asylum seeker' who has crossed dozens of safe countries to reach soft-touch Britain has lost the claim of asylum once they move out of that first safe country.,1,FALSE,2010000231,"This convention provides that such persons must seek refuge in the nearest safe country bordering the one they are fleeing. We consider that such refugees are, for the most part, the responsibility of the nations within the global region concerned.","Because every `asylum seeker' in Britain has crossed dozens of safe countries to enter the UK, the BNP's attitude is that there are currently no legal asylum seekers in Britain today. It must be stated that the problems of the world are neither Britain's fault nor our responsibility -nor do they fall within our capacity to solve.",BNP 2010
2010000234,"We shall ensure, in the context of illegal immigrants and bogus asylum seekers, that there are no amnesties to reward law-breakers and no extensive appeal against legal decisions.",1,FALSE,2010000234,"Because every `asylum seeker' in Britain has crossed dozens of safe countries to enter the UK, the BNP's attitude is that there are currently no legal asylum seekers in Britain today. It must be stated that the problems of the world are neither Britain's fault nor our responsibility -nor do they fall within our capacity to solve.","The BNP is convinced that once the benefits system for these bogus asylum seekers is removed, the flood of applicants will halt by itself. 4. Encourage Voluntary Resettlement.  The BNP will introduce a system of voluntary resettlement whereby immigrants and their descendants are afforded the opportunity to return to their lands of ethnic origin, assisted by generous financial incentives both for individuals and for the countries in question.",BNP 2010
2010000235,"The BNP is convinced that once the benefits system for these bogus asylum seekers is removed, the flood of applicants will halt by itself.",1,FALSE,2010000235,"It must be stated that the problems of the world are neither Britain's fault nor our responsibility -nor do they fall within our capacity to solve. We shall ensure, in the context of illegal immigrants and bogus asylum seekers, that there are no amnesties to reward law-breakers and no extensive appeal against legal decisions.","4. Encourage Voluntary Resettlement.  The BNP will introduce a system of voluntary resettlement whereby immigrants and their descendants are afforded the opportunity to return to their lands of ethnic origin, assisted by generous financial incentives both for individuals and for the countries in question. We note that the 1971 Immigration Act introduced the measure of voluntary repatriation but the relevant section of the Act has been deliberately disguised and underused by successive governments.",BNP 2010
2010000237,We note that the 1971 Immigration Act introduced the measure of voluntary repatriation but the relevant section of the Act has been deliberately disguised and underused by successive governments.,0,FALSE,2010000237,"The BNP is convinced that once the benefits system for these bogus asylum seekers is removed, the flood of applicants will halt by itself. 4. Encourage Voluntary Resettlement.  The BNP will introduce a system of voluntary resettlement whereby immigrants and their descendants are afforded the opportunity to return to their lands of ethnic origin, assisted by generous financial incentives both for individuals and for the countries in question.",We shall employ the UK's current foreign aid budget to finance the resettlement programme and provide such additional funding as we deem necessary. 5. The Recognition of the Rights of Settled and Law-Abiding Minorities.  We shall recognise the right of law-abiding minorities to remain in the UK and enjoy the full protection of the law.,BNP 2010
2010000239,5. The Recognition of the Rights of Settled and Law-Abiding Minorities.  We shall recognise the right of law-abiding minorities to remain in the UK and enjoy the full protection of the law.,-1,FALSE,2010000239,We note that the 1971 Immigration Act introduced the measure of voluntary repatriation but the relevant section of the Act has been deliberately disguised and underused by successive governments. We shall employ the UK's current foreign aid budget to finance the resettlement programme and provide such additional funding as we deem necessary.,"We shall also emphasise the importance of the prior status of the indigenous people. There will be a national extension of the `Sons and Daughters' policy in terms of priority for housing and school places, which BNP councils will seek to implement at local level.",BNP 2010
2010000244,"7. Permanent Bans for Immigration Law Violators.  We shall impose a permanent lifetime ban on re-entry into Britain, enforced by instant deportation, for anyone found guilty of having violated British immigration laws.",1,FALSE,2010000244,6. Fund the Border Protection Services.  We shall regain sovereign control of our borders by raising the funding of existing border controls. This will allow for an expansion in infrastructure and an increase in personnel which will secure our borders against intrusion.,"8. Deportation of all Foreign Criminals.  We shall deport all criminal entrants, regardless of their residential status. This includes the deportation of all Muslim extremists, regardless of their length of residence in the UK or citizenship.",BNP 2010
2010000245,"8. Deportation of all Foreign Criminals.  We shall deport all criminal entrants, regardless of their residential status.",1,FALSE,2010000245,"This will allow for an expansion in infrastructure and an increase in personnel which will secure our borders against intrusion. 7. Permanent Bans for Immigration Law Violators.  We shall impose a permanent lifetime ban on re-entry into Britain, enforced by instant deportation, for anyone found guilty of having violated British immigration laws.","This includes the deportation of all Muslim extremists, regardless of their length of residence in the UK or citizenship. 9. The Abolition of all Leftist Social Engineering Projects.  The BNP will repeal and abolish the following leftist social engineering projects which lie at the heart of the failed multicultural experiment which has brought Britain to the edge of disaster: We shall repeal the Race Relations Act and all other artificial restrictions on free speech or employment.",BNP 2010
2010000246,"This includes the deportation of all Muslim extremists, regardless of their length of residence in the UK or citizenship.",1,FALSE,2010000246,"7. Permanent Bans for Immigration Law Violators.  We shall impose a permanent lifetime ban on re-entry into Britain, enforced by instant deportation, for anyone found guilty of having violated British immigration laws. 8. Deportation of all Foreign Criminals.  We shall deport all criminal entrants, regardless of their residential status.","9. The Abolition of all Leftist Social Engineering Projects.  The BNP will repeal and abolish the following leftist social engineering projects which lie at the heart of the failed multicultural experiment which has brought Britain to the edge of disaster: We shall repeal the Race Relations Act and all other artificial restrictions on free speech or employment. We shall abolish all targets and quotas for ethnic representation in all areas of employment, public and private.",BNP 2010
2010000256,We shall abolish `positive discrimination' schemes that have made native Britons second-class citizens.,1,FALSE,2010000256,"The employment of native languages on the part of ethnic minorities in their own homes, schools and institutions will be encouraged. A Clause 28-style proscription against the promotion of racial integration in schools and the media will be introduced.","Abolishing Multiculturalism and Preserving Britain.  The present regime and its collaborators are engaged in an undeclared cultural war against the British people and have employed Orwellian methods of intellectual terrorism to suppress opposition. In pursuit of Labour's globalist ideals, the white working class has been abandoned, replaced and displaced by a new ethnic electoral power base.",BNP 2010
2010000275,The Environment: Threatened by Mass Immigration.  Our `green and pleasant land' is rapidly disappearing as Britain has become one of the most densely populated countries in the world.,1,FALSE,2010000275,"The BNP will encourage the use of existing ""brown sites"" for all new building or  industrial developments. The BNP rejects the ""climate change"" theory which holds that all western nations  need to be stripped of their manufacturing base and pay untold billions to the  Third World to build up their industries.","Mass immigration has fuelled this overpopulation. Official estimates predict that, if left unchecked, immigration into Britain will require a city the size of Birmingham to be built every five years and result in a total population of 90 million people by 2050.",BNP 2010
2010000276,Mass immigration has fuelled this overpopulation.,1,FALSE,2010000276,"The BNP rejects the ""climate change"" theory which holds that all western nations  need to be stripped of their manufacturing base and pay untold billions to the  Third World to build up their industries. The Environment: Threatened by Mass Immigration.  Our `green and pleasant land' is rapidly disappearing as Britain has become one of the most densely populated countries in the world.","Official estimates predict that, if left unchecked, immigration into Britain will require a city the size of Birmingham to be built every five years and result in a total population of 90 million people by 2050. Already, immigration accounts for 40 percent of all new households established in Britain.",BNP 2010
2010000277,"Official estimates predict that, if left unchecked, immigration into Britain will require a city the size of Birmingham to be built every five years and result in a total population of 90 million people by 2050.",1,FALSE,2010000277,The Environment: Threatened by Mass Immigration.  Our `green and pleasant land' is rapidly disappearing as Britain has become one of the most densely populated countries in the world. Mass immigration has fuelled this overpopulation.,"Already, immigration accounts for 40 percent of all new households established in Britain. More people equal more roads, services, utilities, travel, noise, congestion and pollution.",BNP 2010
2010000278,"Already, immigration accounts for 40 percent of all new households established in Britain.",1,TRUE,2010000278,"Mass immigration has fuelled this overpopulation. Official estimates predict that, if left unchecked, immigration into Britain will require a city the size of Birmingham to be built every five years and result in a total population of 90 million people by 2050.","More people equal more roads, services, utilities, travel, noise, congestion and pollution. The Optimum Population Trust has suggested that Britain is best suited to a population of 30 million people.",BNP 2010
2010000282,The BNP: The Only True Green Party.  The BNP's Key Environment Policies Are: 1. End Immigration to Relieve Pressure on Our Green Belts.  The BNP will relieve the unbearable pressure on our green belts by ending immigration.,1,FALSE,2010000282,The Optimum Population Trust has suggested that Britain is best suited to a population of 30 million people. Other forecasts suggest the population will shortly reach 70 million -due entirely to the demographic changes wrought by establishment politicians.,"This will, at one blow, remove the need for an extra four million homes in the green belts of England in particular. 2. Institute Strict Anti-Pollution Measures to Halt Environmental Damage The BNP will implement a number of strict measures to halt all environmental damage caused by pollution.",BNP 2010
2010000313,"In other words, multiculturalism is designed to balkanise the population, thereby undermining the integrity of the nation state and facilitating EU governance.",1,FALSE,2010000313,"In our Parliament's stead is an unelected Commission, which initiates new laws behind closed doors and whose long-term ambitions embrace the extirpation of Britain as an identifiable nation. To facilitate the destruction of the nation states of Europe, including Britain, demographic change is being wrought, designed to strip indigenous peoples of their culture, heritage, history and traditions.","The federal European project is incompatible with our deep-rooted national, traditional and personal freedoms and hard-won democracy and sovereignty. British Law Has Been Usurped.  The EU has compromised the principle that no Westminster parliament may bind its successors.",BNP 2010
2010000340,"At a stroke, such a move would increase the EU's Muslim population by more than 75 million -and grant them total freedom of movement with its borders.",1,FALSE,2010000340,"The cost of these restrictions to the family food bill is as much as £1,000 per annum. Turkey: The EU's Final Solution against all European Nations.  It cannot be overlooked that Turkey has applied to join the EU and is supported in this endeavour by the Conservative Party, the Labour Party and the Liberal Democrats.","To exacerbate matters, Turkey has just relaxed visa restrictions on many Middle Eastern nations. EU membership would therefore open the door to mass immigration from all of the Middle East and would confirm the end of Europe's ancient and historic identification with Christendom.",BNP 2010
2010000342,EU membership would therefore open the door to mass immigration from all of the Middle East and would confirm the end of Europe's ancient and historic identification with Christendom.,1,FALSE,2010000342,"At a stroke, such a move would increase the EU's Muslim population by more than 75 million -and grant them total freedom of movement with its borders. To exacerbate matters, Turkey has just relaxed visa restrictions on many Middle Eastern nations.","Counter Jihad: Confronting the Islamic Colonisation of Britain.  The BNP is implacably opposed to the Labour/Tory regime's mass immigration  policies which, if left unchecked, will see Britain and most of Europe colonised by  Islam within a few decades. The BNP believes that the historical record shows that Islam is by its very nature  incompatible with modern secular western democracy.",BNP 2010
2010000343,"Counter Jihad: Confronting the Islamic Colonisation of Britain.  The BNP is implacably opposed to the Labour/Tory regime's mass immigration  policies which, if left unchecked, will see Britain and most of Europe colonised by  Islam within a few decades.",1,FALSE,2010000343,"To exacerbate matters, Turkey has just relaxed visa restrictions on many Middle Eastern nations. EU membership would therefore open the door to mass immigration from all of the Middle East and would confirm the end of Europe's ancient and historic identification with Christendom.","The BNP believes that the historical record shows that Islam is by its very nature  incompatible with modern secular western democracy. The BNP will ban the burka, ritual slaughter and the building of further mosques  in Britain.",BNP 2010
2010000348,The BNP demands that Islamic immigration be halted and reversed as it presents  one of the most deadly threats yet to the survival of our nation.,1,FALSE,2010000348,"The BNP believes that there should be absolutely no further immigration from any  Muslim countries, as it presents one of the most deadly threats yet to the survival  of our nation. We propose the immediate deportation of all radical Islamist preachers, those  proven to have attended any of their inflammatory sermons, and any other members  of their community who object to these reasonable security measures.","The BNP is the only party to identify correctly the twin causes of Islamist terrorism  in Britain: (a) mass immigration and (b) a biased British foreign policy which serves  to incite Muslims living in Britain. Islam: Incompatible with Western Democracy.  The historical record shows that Islam has, since its formation, been waging an almost constant war against Europe, impelled by its Qur'anic verses to convert all peoples of the earth to its belief system.",BNP 2010
2010000352,Today Europe faces a renewed Muslim invasion.,1,FALSE,2010000352,"Islam: Incompatible with Western Democracy.  The historical record shows that Islam has, since its formation, been waging an almost constant war against Europe, impelled by its Qur'anic verses to convert all peoples of the earth to its belief system. Created in conflict, every advance that Islam has made in the Middle and Near East, in Africa, and its attempts to invade Europe through Spain, the Balkans, and Italy, has been under the threat of the scimitar, the cannon, and murderous atrocities.","This time the weapons are no longer the steel blade or cannon: they are the passport, the visa stamp, corrupt liberal Western regimes who have allowed mass Third World immigration, and the baby's crib. These things are the new weapons by which Islam now seeks to conquer Europe and the West, having failed in earlier centuries to conquer Europeans by force.",BNP 2010
2010000353,"This time the weapons are no longer the steel blade or cannon: they are the passport, the visa stamp, corrupt liberal Western regimes who have allowed mass Third World immigration, and the baby's crib.",1,FALSE,2010000353,"Created in conflict, every advance that Islam has made in the Middle and Near East, in Africa, and its attempts to invade Europe through Spain, the Balkans, and Italy, has been under the threat of the scimitar, the cannon, and murderous atrocities. Today Europe faces a renewed Muslim invasion.","These things are the new weapons by which Islam now seeks to conquer Europe and the West, having failed in earlier centuries to conquer Europeans by force. The Demographic Facts.  In 1900, Western Europe as a whole had just fifty thousand or so resident Muslims, almost all of them living in France.",BNP 2010
2010000361,"In Britain, the Muslim population is increasing ten times faster than any other segment of the population.",1,FALSE,2010000361,"There are plans to build Europe's largest mosque, capable of seating 40,000 worshippers, in London. Muslim populations have a higher birth rate than that of Europeans.","Increased immigration is set to boost the Muslim population even further, with conservative estimates pointing out that a combination of natural reproduction rates combined with falling European birth rates and increased immigration, will mean that many Western European nations will have Muslim populations of between 25 and 40 percent by 2035. The extent of the Islamic colonisation of Britain has been underlined with the news that the Muslim vote will be ""pivotal"" in 82 constituencies in the forthcoming general election.",BNP 2010
2010000362,"Increased immigration is set to boost the Muslim population even further, with conservative estimates pointing out that a combination of natural reproduction rates combined with falling European birth rates and increased immigration, will mean that many Western European nations will have Muslim populations of between 25 and 40 percent by 2035.",0,FALSE,2010000362,"Muslim populations have a higher birth rate than that of Europeans. In Britain, the Muslim population is increasing ten times faster than any other segment of the population.","The extent of the Islamic colonisation of Britain has been underlined with the news that the Muslim vote will be ""pivotal"" in 82 constituencies in the forthcoming general election. According to a press release issued by the Muslim Public Affairs Committee (MPACUK), one of a myriad of front organisations dedicated to colonising Britain with the aid of the Tory/Labour immigration policy, the 82 constituencies have a Muslim population larger than the incumbent MPs' majority.",BNP 2010
2010000363,"The extent of the Islamic colonisation of Britain has been underlined with the news that the Muslim vote will be ""pivotal"" in 82 constituencies in the forthcoming general election.",1,FALSE,2010000363,"In Britain, the Muslim population is increasing ten times faster than any other segment of the population. Increased immigration is set to boost the Muslim population even further, with conservative estimates pointing out that a combination of natural reproduction rates combined with falling European birth rates and increased immigration, will mean that many Western European nations will have Muslim populations of between 25 and 40 percent by 2035.","According to a press release issued by the Muslim Public Affairs Committee (MPACUK), one of a myriad of front organisations dedicated to colonising Britain with the aid of the Tory/Labour immigration policy, the 82 constituencies have a Muslim population larger than the incumbent MPs' majority. As a result, the Muslims are organising through the network of at least 1,600 formal mosques which already exist in Britain.",BNP 2010
2010000364,"According to a press release issued by the Muslim Public Affairs Committee (MPACUK), one of a myriad of front organisations dedicated to colonising Britain with the aid of the Tory/Labour immigration policy, the 82 constituencies have a Muslim population larger than the incumbent MPs' majority.",1,FALSE,2010000364,"Increased immigration is set to boost the Muslim population even further, with conservative estimates pointing out that a combination of natural reproduction rates combined with falling European birth rates and increased immigration, will mean that many Western European nations will have Muslim populations of between 25 and 40 percent by 2035. The extent of the Islamic colonisation of Britain has been underlined with the news that the Muslim vote will be ""pivotal"" in 82 constituencies in the forthcoming general election.","As a result, the Muslims are organising through the network of at least 1,600 formal mosques which already exist in Britain. The Five Characteristics of Islam in European Nations.  1. The first characteristic is a rise in anti-Semitism.",BNP 2010
2010000369,"2. The second characteristic is the appearance of Islamic extremism amongst many first, second or even third generation Muslim immigrants.",1,FALSE,2010000369,"This is driven by the clash between  Zionism, which supports the state of Israel, created at the expense of the largely  Muslim Palestinian population, and the Muslim Arab states. As Muslim populations  increase, so does a violent anti-Zionism, which very often crosses over into  anti-Semitism.","This extremism has as its  primary root the traditional Islamic call to spread its religious worldview to all people,  by force if necessary. Other factors driving Islamic extremism include an understanding of the pro-Israeli policies of most European nations, which in itself is seen as ""anti-Palestinian"" and therefore anti-Muslim; and then also the involvement of many European nations in blatantly illegal and immoral wars in Muslim parts of the world, such as Iraq, which have been ""justified"" on the basis of patently transparent lies.",BNP 2010
2010000372,"3. The third characteristic of Muslim immigrant populations in European nations, which sets them apart from almost all other previous historical immigrant populations, is their refusal to take on the native culture, and instead import their originating culture as part of a colonisation process.",1,FALSE,2010000372,"This extremism has as its  primary root the traditional Islamic call to spread its religious worldview to all people,  by force if necessary. Other factors driving Islamic extremism include an understanding of the pro-Israeli policies of most European nations, which in itself is seen as ""anti-Palestinian"" and therefore anti-Muslim; and then also the involvement of many European nations in blatantly illegal and immoral wars in Muslim parts of the world, such as Iraq, which have been ""justified"" on the basis of patently transparent lies.","In this way, the dress (burkas, prayer coats, etc.), social behaviour (ritual animal sacrifice, religious practices which intrude, dominate, and drive away indigenous cultural practices -see mosque prayer calls in the traditionally British Christian city of Oxford as a primary example), arranged marriages, and many other Islamic cultural attributes are maintained, taught, and encouraged, while indigenous culture is deliberately suppressed. Examples are legion: Muslim medical students in Britain have refused to wash their arms (standard practice for all medical procedures) because it would mean revealing parts of their bodies which they're forbidden to show to strangers according to Islamic law.",BNP 2010
2010000376,4. The fourth characteristic of Islamic immigrant populations is large scale social  unrest.,1,FALSE,2010000376,"Examples are legion: Muslim medical students in Britain have refused to wash their arms (standard practice for all medical procedures) because it would mean revealing parts of their bodies which they're forbidden to show to strangers according to Islamic law. There are already 37 Muslim faith schools in London, and more are planned, all in a deliberate attempt to ensure that Islamic culture remains untouched by Western secularism.","This takes the form of violent street riots, as have happened almost everywhere  in Europe, but most noticeably in Paris and other French cities in recent years. It also takes the form of social exclusion at schools: Muslim students perform less well than non-Muslim students.",BNP 2010
2010000381,5. The fifth characteristic of immigrant Muslim populations in all nations has been their  widespread support for terrorism.,1,FALSE,2010000381,"In inner London, 37 percent of 16to 24-year-old Muslims have no qualifications. When it comes to university education the picture is equally gloomy: Muslims are half as likely to have degree level or above qualifications than other inner London young people.","A survey of Muslim opinion in Britain, undertaken by NOP Research in 2006, revealed attitudes which have been shown to be common to all Muslim immigrant populations: Forty five percent of Muslims in Britain say that the World Trade Centre attacks of 11 September 2001 were a conspiracy by the American and Israeli governments. This figure is more than twice as high as those who say it was not a conspiracy.",BNP 2010
2010000382,"A survey of Muslim opinion in Britain, undertaken by NOP Research in 2006, revealed attitudes which have been shown to be common to all Muslim immigrant populations: Forty five percent of Muslims in Britain say that the World Trade Centre attacks of 11 September 2001 were a conspiracy by the American and Israeli governments.",1,FALSE,2010000382,When it comes to university education the picture is equally gloomy: Muslims are half as likely to have degree level or above qualifications than other inner London young people. 5. The fifth characteristic of immigrant Muslim populations in all nations has been their  widespread support for terrorism.,"This figure is more than twice as high as those who say it was not a conspiracy. A quarter of all British Muslims believe that the London underground bombings of July 2005 were justified because of British support for the US led ""war on terror."" When asked, ""Is Britain my country or their country?"", 75 percent said that it was not their country.",BNP 2010
2010000408,"There are two problems facing Britain today: one is the Islamification of society, and the other is terrorism, or the ""war on terror.""",1,FALSE,2010000408,"Rather, it seeks total Islamic domination. The historical record alone should make this very clear, never mind the very open and blatant Qur'anic instructions in this regard.","The BNP will address the question of the Islamification of society by addressing the immigration invasion question outlined elsewhere in this document. No Muslim nation on earth would tolerate millions of Christians entering and seizing demographic control of their lands, and there is no reason why Britain and Europe should be any different.",BNP 2010
2010000409,The BNP will address the question of the Islamification of society by addressing the immigration invasion question outlined elsewhere in this document.,1,TRUE,2010000409,"The historical record alone should make this very clear, never mind the very open and blatant Qur'anic instructions in this regard. There are two problems facing Britain today: one is the Islamification of society, and the other is terrorism, or the ""war on terror.""","No Muslim nation on earth would tolerate millions of Christians entering and seizing demographic control of their lands, and there is no reason why Britain and Europe should be any different. The BNP will demand the right of each people to have their own culture, identity and heritage dominate in their ancestral homelands.",BNP 2010
2010000410,"No Muslim nation on earth would tolerate millions of Christians entering and seizing demographic control of their lands, and there is no reason why Britain and Europe should be any different.",1,FALSE,2010000410,"There are two problems facing Britain today: one is the Islamification of society, and the other is terrorism, or the ""war on terror."" The BNP will address the question of the Islamification of society by addressing the immigration invasion question outlined elsewhere in this document.","The BNP will demand the right of each people to have their own culture, identity and heritage dominate in their ancestral homelands. In this regard, a BNP government would outlaw all overt signs of Islamic colonisation such as the burka, ritual slaughter, mosques and minarets (which are little more than symbols of territorial conquest).",BNP 2010
2010000411,"The BNP will demand the right of each people to have their own culture, identity and heritage dominate in their ancestral homelands.",1,FALSE,2010000411,"The BNP will address the question of the Islamification of society by addressing the immigration invasion question outlined elsewhere in this document. No Muslim nation on earth would tolerate millions of Christians entering and seizing demographic control of their lands, and there is no reason why Britain and Europe should be any different.","In this regard, a BNP government would outlaw all overt signs of Islamic colonisation such as the burka, ritual slaughter, mosques and minarets (which are little more than symbols of territorial conquest). All of these measures will demonstrate to the world that the British nation is determined to resist the colonisation of its territory.",BNP 2010
2010000412,"In this regard, a BNP government would outlaw all overt signs of Islamic colonisation such as the burka, ritual slaughter, mosques and minarets (which are little more than symbols of territorial conquest).",1,FALSE,2010000412,"No Muslim nation on earth would tolerate millions of Christians entering and seizing demographic control of their lands, and there is no reason why Britain and Europe should be any different. The BNP will demand the right of each people to have their own culture, identity and heritage dominate in their ancestral homelands.","All of these measures will demonstrate to the world that the British nation is determined to resist the colonisation of its territory. The BNP will also withdraw from the European Union, which seems set on committing national demographic suicide by allowing the 75 million strong Muslim population of Turkey to join.",BNP 2010
2010000413,All of these measures will demonstrate to the world that the British nation is determined to resist the colonisation of its territory.,1,FALSE,2010000413,"The BNP will demand the right of each people to have their own culture, identity and heritage dominate in their ancestral homelands. In this regard, a BNP government would outlaw all overt signs of Islamic colonisation such as the burka, ritual slaughter, mosques and minarets (which are little more than symbols of territorial conquest).","The BNP will also withdraw from the European Union, which seems set on committing national demographic suicide by allowing the 75 million strong Muslim population of Turkey to join. Turkey has already relaxed its visa requirements for a large number of Middle Eastern nations, and once in the EU, untold millions of Muslims will have free access to all lands of the EU.",BNP 2010
2010000416,"The BNP will combat Islamist terrorism in Britain by halting and reversing Muslim immigration which will reduce the recruiting base for domestic terrorists, and by striking a peace treaty with the Islamic world.",1,FALSE,2010000416,"The BNP will also withdraw from the European Union, which seems set on committing national demographic suicide by allowing the 75 million strong Muslim population of Turkey to join. Turkey has already relaxed its visa requirements for a large number of Middle Eastern nations, and once in the EU, untold millions of Muslims will have free access to all lands of the EU.","This peace treaty must stipulate that the Islamic world will stop trying to Islamify Britain and the West. In return, Britain will agree to refrain from interfering in the internal affairs of Islamic nations.",BNP 2010
2010000442,Putting British People First.  It is equally important that the burden of foreign scroungers be dealt with vigorously.,1,FALSE,2010000442,"The success of the ""workfare not welfare"" policy has been proven: these programmes already exist in Australia, America and even in India. Britain has to get back to work: and workfare provides the only path through which this aim will be achieved.","Britain has become a land where foreigners come first, and decent, hard-working Britons are exploited. Immigrants come here and are immediately given council homes while Britons are pushed further and further back in the queue.",BNP 2010
2010000443,"Britain has become a land where foreigners come first, and decent, hard-working Britons are exploited.",1,FALSE,2010000443,Britain has to get back to work: and workfare provides the only path through which this aim will be achieved. Putting British People First.  It is equally important that the burden of foreign scroungers be dealt with vigorously.,"Immigrants come here and are immediately given council homes while Britons are pushed further and further back in the queue. The BNP deprecates the current system whereby the fruits of the welfare state, including our benefits and pensions, are distributed freely to those with no historic ties to our nation and, in particular, to immigrants, `asylum seekers' and economic migrants from within the European Union.",BNP 2010
2010000444,Immigrants come here and are immediately given council homes while Britons are pushed further and further back in the queue.,1,FALSE,2010000444,"Putting British People First.  It is equally important that the burden of foreign scroungers be dealt with vigorously. Britain has become a land where foreigners come first, and decent, hard-working Britons are exploited.","The BNP deprecates the current system whereby the fruits of the welfare state, including our benefits and pensions, are distributed freely to those with no historic ties to our nation and, in particular, to immigrants, `asylum seekers' and economic migrants from within the European Union. The BNP shall legislate to ensure that pensions and benefits are eligible only to Britons and those who have paid into the system over their lifetime.",BNP 2010
2010000445,"The BNP deprecates the current system whereby the fruits of the welfare state, including our benefits and pensions, are distributed freely to those with no historic ties to our nation and, in particular, to immigrants, `asylum seekers' and economic migrants from within the European Union.",1,FALSE,2010000445,"Britain has become a land where foreigners come first, and decent, hard-working Britons are exploited. Immigrants come here and are immediately given council homes while Britons are pushed further and further back in the queue.",The BNP shall legislate to ensure that pensions and benefits are eligible only to Britons and those who have paid into the system over their lifetime. Pensions and benefits will not be paid to claimants whose residence in the UK has not qualified them to benefit from the Welfare State.,BNP 2010
2010000458,Britain today faces domestic terrorism from Islamists as never before in our history -caused directly by the twin policies of mass immigration and a biased Middle Eastern foreign policy.,1,FALSE,2010000458,"By withdrawing from the EU, the BNP will not permit British courts to be subservient  to international bodies or courts which override the law of the British parliament. Terrorism and the Growth of the Totalitarian State.  The BNP condemns the erosion of essential democracy in Britain which has developed partly as a result of the increasingly disastrous multicultural experiment.","On the one hand, the old gang parties have encouraged mass immigration which has created a large pool of disaffected Muslims in Britain, and on the other hand the same parties have actively pursued aggressive foreign policies which have served to incite the now UK-resident Islamic population. The wars in Iraq and Afghanistan have provided extra fuel to Islamists seeking to recruit terrorists from the millions-strong Muslim population in Britain.",BNP 2010
2010000463,"Islamist terrorism in Britain will not be stopped by repressive laws, but by dealing with the immigration problem and adopting a neutral foreign policy.",1,FALSE,2010000463,"In other words, the old parties have created the ""perfect storm"" for terrorism in Britain -and now used this self-created problem to justify ever-increasing repressive legislation and the destruction of our civil liberties. A prime example is the Civil Contingencies Act which grants ministers wide-ranging powers during an emergency, including the right to amend any Act of Parliament except the Human Rights Act.","Dismantling the Repressive State.  The BNP will repeal all laws designed to suppress our traditional right to freedom of speech, including those relating to race relations and religion. We note that these laws are rarely enforced when those of non British ethnic descent denigrate and abuse the racial and religious groups indigenous to Britain.",BNP 2010
2010000465,We note that these laws are rarely enforced when those of non British ethnic descent denigrate and abuse the racial and religious groups indigenous to Britain.,1,FALSE,2010000465,"Islamist terrorism in Britain will not be stopped by repressive laws, but by dealing with the immigration problem and adopting a neutral foreign policy. Dismantling the Repressive State.  The BNP will repeal all laws designed to suppress our traditional right to freedom of speech, including those relating to race relations and religion.",The BNP will halt all moves to introduce ID cards as an undesirable manifestation of the surveillance society. The BNP will repeal the 1998 Human Rights Act and withdraw from the European Convention on Human Rights.,BNP 2010
2010000579,In some areas it is because the indigenous British population has been ethnically cleansed and the new immigrant communities have no interest in maintaining that aspect of British culture.,1,FALSE,2010000579,It is therefore shocking to learn that pubs are closing at the rate of nearly three every week. The causes of this sad state of affairs are varied.,"In other areas it is the economy, or rather the Government's mishandling of the economy, which is the cause of these closures. The BNP is dedicated to saving the British pub through a number of measures designed to bring relief to landlords and the public alike.",BNP 2010
