uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence
50003631,We will set up a Royal Commission charged with developing policies to tackle the drugs problem at its roots.,-1,FALSE,50003631,Wage war on drug abuse. We will give the Police and Customs and Excise the support they need to stop drugs coming into Britain.,"Give victims a new deal. We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused."
50003651,"We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused.",1,FALSE,50003651,We will set up a Royal Commission charged with developing policies to tackle the drugs problem at its roots. Give victims a new deal.,We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system. We will provide victims with the practical support they need to prevent repeat attacks.
50003661,We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system.,0,FALSE,50003661,"Give victims a new deal. We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused.",We will provide victims with the practical support they need to prevent repeat attacks. Strengthen public confidence in the police.
50003671,We will provide victims with the practical support they need to prevent repeat attacks.,-1,FALSE,50003671,"We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused. We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system.",Strengthen public confidence in the police. We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London.
50003681,Strengthen public confidence in the police.,1,FALSE,50003681,We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system. We will provide victims with the practical support they need to prevent repeat attacks.,"We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London. We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud."
50003691,We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London.,1,FALSE,50003691,We will provide victims with the practical support they need to prevent repeat attacks. Strengthen public confidence in the police.,"We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud. We will ensure that the police take further steps to reduce the level of racial and homophobic violence."
50003701,"We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud.",1,FALSE,50003701,Strengthen public confidence in the police. We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London.,We will ensure that the police take further steps to reduce the level of racial and homophobic violence. Rural communities. Britain's rural economy and communities have been transformed over the last fifty years.
50003711,We will ensure that the police take further steps to reduce the level of racial and homophobic violence.,-1,FALSE,50003711,"We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London. We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud.","Rural communities. Britain's rural economy and communities have been transformed over the last fifty years. The challenge for the next fifty years is to protect and enhance the richness of rural life, while developing a thriving rural economy."
50003811,Tackle rural crime.,1,FALSE,50003811,"We will promote agricultural research and development, and assist farmers wishing to diversify. We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas.","We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police. We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve."
50003821,"We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police.",1,FALSE,50003821,We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas. Tackle rural crime.,We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve. Enhance rural services.
50003841,Enhance rural services.,-1,FALSE,50003841,"We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police. We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve.",We will support smaller village schools through greater use of information technology and specialist teaching teams. We will encourage schemes that enable local communities to make use of school buildings and equipment.
50003871,We will promote community hospitals and use them for more out-patient consultations.,-1,FALSE,50003871,We will support smaller village schools through greater use of information technology and specialist teaching teams. We will encourage schemes that enable local communities to make use of school buildings and equipment.,"Provide more affordable rural housing. We will encourage housing authorities, Parish Councils and housing associations to set up partnership schemes with the private sector in order to build low-cost homes for first-time home buyers and social needs."
50004071,"However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population.",0,FALSE,50004071,"We will set up a Food Commission, independent from MAFF and accountable to Parliament, maintain strict controls on the use of bio-technology and press for higher common food standards across the European Union. Urban communities . Britain's towns and cities offer civic pride, accessible facilities and, potentially, a high quality of life.","Urban areas should offer excitement, security and a strong sense of community. We will: Boost local economic development and job opportunities."
50004081,"Urban areas should offer excitement, security and a strong sense of community.",0,FALSE,50004081,"Urban communities . Britain's towns and cities offer civic pride, accessible facilities and, potentially, a high quality of life. However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population.",We will: Boost local economic development and job opportunities. We will support local development corporations.
50004141,Tackle urban crime.,1,FALSE,50004141,We will link local training to local jobs. We will encourage the establishment of community banks and credit unions.,"We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention. Encourage public transport."
50004151,"We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention.",-1,FALSE,50004151,We will encourage the establishment of community banks and credit unions. Tackle urban crime.,"Encourage public transport. We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport."
50004321,"We will ensure that everyone in Britain can have access, either individually or through a wide range of public access points, to a nationwide interactive communications network by the year 2000.",-1,FALSE,50004321,We will protect the independence and impartiality of the BBC through its Board of Governors and its licence fee. Improve access to information technology and the Internet.,"Increase access to the arts. We will use the National Lottery to endow, house and improve access to the arts."
50004431,"Morale amongst NHS professionals is falling, and bureaucracy has grown at the expense of front-line patient care, while numbers of nurses and hospital beds have fallen.",-2,FALSE,50004431,"Which party will care for the NHS and put my patients first? Our aim: To make year-on-year improvements in the health of Britain's people and the quality of the National Health Service. The problem: The NHS has been squeezed between rising demand and government underfunding, and disrupted by repeated changes in government policy.","Our commitment: Liberal Democrats will increase funding for the NHS and secure funding for the future. We will maintain the NHS as a comprehensive service, free at the point of need and funded primarily from general taxation."
50004501,Cut hospital waiting lists to a maximum of 6 months over 3 years.,-1,FALSE,50004501,"Invest &lt;U+00A3&gt;200 million each year to recruit more staff for front-line patient care. This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors.",End the two-tier system in the NHS. Restore free eye and dental checks.
50004531,"Raising standards in the NHS. Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service.",-1,FALSE,50004531,End the two-tier system in the NHS. Restore free eye and dental checks.,"The standard of health care a person receives is increasingly becoming a lottery. The length of time people have to wait, the chance of treatment being postponed and the quality of health care vary enormously from one part of the UK to another."
50004871,We will require local authorities to ensure that the public has access to NHS dentistry in all areas.,-1,FALSE,50004871,We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards. Tackle the crisis in NHS dental care.,"Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it. A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health."
50004881,Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it.,0,FALSE,50004881,Tackle the crisis in NHS dental care. We will require local authorities to ensure that the public has access to NHS dentistry in all areas.,"A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health. We will: Make prevention a priority."
50004891,"A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health.",0,FALSE,50004891,We will require local authorities to ensure that the public has access to NHS dentistry in all areas. Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it.,We will: Make prevention a priority. We will immediately abolish charges for eye and dental check-ups and freeze prescription charges as the first steps in a radical shift of policy that emphasises the prevention of illness rather than treatment.
50004921,Encourage people to take more responsibility for their own health.,1,FALSE,50004921,We will: Make prevention a priority. We will immediately abolish charges for eye and dental check-ups and freeze prescription charges as the first steps in a radical shift of policy that emphasises the prevention of illness rather than treatment.,We will improve health education and promote healthy living. We will ban tobacco advertising and promotion and increase the duty on tobacco products.
50004941,We will ban tobacco advertising and promotion and increase the duty on tobacco products.,1,FALSE,50004941,Encourage people to take more responsibility for their own health. We will improve health education and promote healthy living.,We will make the Health Education Authority truly independent and free to criticise government policy. Ensure that food is healthy and safe.
50005021,We will: Enable citizens to play a part in setting health policies in their area.,-1,FALSE,50005021,"Each year there will be an independent report, to be published and debated in Parliament, on the state of the nation's health. Bringing health services closer to people. The local institutions of the NHS must become more accountable to those they serve and more responsive to patients' needs.","We will build on current pilot schemes to bring together Health Authorities and Social Services Departments, within the framework of elected local authorities. Give local people a stronger voice on NHS Trusts."
50005101,Give the public more say in setting priorities within the NHS.,-1,FALSE,50005101,We will guarantee direct representation from the staff of each Trust. We will give Community Health Councils improved rights to consultation and greater access to information and meetings.,"Difficult choices about priorities must be faced, they cannot be left to bureaucrats and health professionals alone. We will develop new ways of involving the public in setting health service priorities."
50005141,We will: Enhance the rights of patients.,-1,FALSE,50005141,"We will develop new ways of involving the public in setting health service priorities. Giving patients more choice. Patients should have more choice over their type of treatment, who delivers it and when.","We will strengthen the Patients' Charter and include rights to treatment within a specified time, a choice of GP, information about the options for treatment, guaranteed access to health records and better redress. Ensure that action is taken to improve poor quality services."
50005181,"Community care. Our aim is to create a society in which people, whatever their needs, can live their lives with dignity.",-1,FALSE,50005181,Ensure that action is taken to improve poor quality services. We will enable patients and staff to apply directly to our new National Inspectorate of Health and Social Care to carry out inspections and take action where deficiencies come to light.,"We will: Give people choice in the services they use and the way they are provided. We will require Councils to extend to those over 65 the right to arrange their own care privately, if they wish."
50005191,We will: Give people choice in the services they use and the way they are provided.,-1,FALSE,50005191,"We will enable patients and staff to apply directly to our new National Inspectorate of Health and Social Care to carry out inspections and take action where deficiencies come to light. Community care. Our aim is to create a society in which people, whatever their needs, can live their lives with dignity.","We will require Councils to extend to those over 65 the right to arrange their own care privately, if they wish. This will promote independence and enable them to find better value for money."
50005201,"We will require Councils to extend to those over 65 the right to arrange their own care privately, if they wish.",0,FALSE,50005201,"Community care. Our aim is to create a society in which people, whatever their needs, can live their lives with dignity. We will: Give people choice in the services they use and the way they are provided.",This will promote independence and enable them to find better value for money. Care for carers.
50005251,We will seek to increase access to respite care and ensure that carers and users are involved in decisions about care.,-1,FALSE,50005251,"We will introduce a new Carer's Benefit, in place of the Independent Living Allowance, in order to meet more of the financial cost of caring. We will extend the Carer's Benefit, as resources allow, to those over retirement age and work to improve advice, information, training and counselling for carers.",We will draw up a Charter that sets out carers' rights and responsibilities. Establish high national standards for all community care services.
50005281,"Our new independent Inspectorate of Health and Social Care will publish codes of practice for residential and nursing homes, and have the power to close any home that consistently falls short of national standards.",-1,FALSE,50005281,We will draw up a Charter that sets out carers' rights and responsibilities. Establish high national standards for all community care services.,We will introduce national charging and eligibility guidelines to ensure a 'level playing field' of provision and charges. Protect people from the excessive cost of care.
50005421,"We will: Safeguard individual liberties, by establishing a Bill of Rights.",-1,FALSE,50005421,Restoring trust in politics. British politics remains far too secretive. We cannot rebuild trust in politics without making government more open and accountable.,"As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK. We will set up a Human Rights Commission to strengthen the protection of individual rights."
50005431,"As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK.",-1,FALSE,50005431,"We cannot rebuild trust in politics without making government more open and accountable. We will: Safeguard individual liberties, by establishing a Bill of Rights.","We will set up a Human Rights Commission to strengthen the protection of individual rights. We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid."
50005441,We will set up a Human Rights Commission to strengthen the protection of individual rights.,-1,FALSE,50005441,"We will: Safeguard individual liberties, by establishing a Bill of Rights. As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK.","We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid. We oppose the introduction of Identity Cards."
50005451,"We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid.",-1,FALSE,50005451,"As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK. We will set up a Human Rights Commission to strengthen the protection of individual rights.","We oppose the introduction of Identity Cards. Break open the excessive secrecy of government, by passing a Freedom of Information Act establishing a citizens right to know."
50005461,We oppose the introduction of Identity Cards.,-1,FALSE,50005461,"We will set up a Human Rights Commission to strengthen the protection of individual rights. We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid.","Break open the excessive secrecy of government, by passing a Freedom of Information Act establishing a citizens right to know. Cut back the quango state."
50005491,"We will scrap unnecessary quangos, handing their functions over to elected bodies.",-1,FALSE,50005491,"Break open the excessive secrecy of government, by passing a Freedom of Information Act establishing a citizens right to know. Cut back the quango state.","We will require those that remain to meet in public and to list their members' interests. We will establish a fair, open and more representative appointment process for all quangos."
50005831,Ensure respect for civil liberties.,-1,FALSE,50005831,"Give individuals more power and political responsibility. We will introduce a fair and proportional voting system for all elections, and reform and strengthen local government in the province.","We will introduce an independent procedure for investigating complaints against the security forces, and reform the Diplock system so that three judges instead of one preside over non-jury trials. We will urgently implement the North Report's recommendations for an independent commission to supervise parades and marches."
50005961,"Our commitment: Liberal Democrats will promote individual self-reliance, strengthen equality for all before the law and in employment, and work for a society that cherishes diversity.",-1,FALSE,50005961,"Meanwhile, the welfare system no longer meets the needs of a modern society. It locks too many into dependency and, too often, penalises those who wish to work and save.","Our priorities are to: Ensure that, by the millennium, every young person has had the opportunity to work learn, train and make a positive contribution to society. Give women greater opportunities to play a full role in work and in society."
50005981,Give women greater opportunities to play a full role in work and in society.,-1,FALSE,50005981,"Our commitment: Liberal Democrats will promote individual self-reliance, strengthen equality for all before the law and in employment, and work for a society that cherishes diversity. Our priorities are to: Ensure that, by the millennium, every young person has had the opportunity to work learn, train and make a positive contribution to society.",Ensure dignity in retirement. Break open the poverty trap that makes people better off on the dole than in work.
50006171,"Establish a voluntary Citizens Service to give people, especially young people, up to 2 years' work on such projects as environmental conservation, crime prevention, housing renovation, social services and the armed services.",-1,FALSE,50006171,"We will develop a national childcare strategy, drawing on public and private provision. We will, over time, extend tax relief on workplace nurseries to other forms of day nursery care.","Encourage a flexible labour market, while protecting the low paid with a regionally variable, minimum hourly rate. Crack down on social security fraud and tax evasion and shift the money saved into new policies to enhance opportunities."
50006311,Protect the rights of older people.,-1,FALSE,50006311,"Enable people to choose when to start drawing a pension. We will bring in a flexible 'decade of retirement', between the ages of 60 and 70.",We will legislate against discrimination on the grounds of age. Expand private pensions and give people more control over their pensions.
50006321,We will legislate against discrimination on the grounds of age.,-1,FALSE,50006321,"We will bring in a flexible 'decade of retirement', between the ages of 60 and 70. Protect the rights of older people.",Expand private pensions and give people more control over their pensions. We wish to see more people making provision for their old age.
50006441,Restore security to excluded young people.,-1,FALSE,50006441,"We will: Expand opportunities. Our aim is that every young person between the ages of 16 and 19 will have the opportunity to either work, learn, train or take a place on our new Citizens Service.","The withdrawal of benefit rights has condemned thousands of young people to life out of work and on the streets, at great long-term public cost. We will restore access to benefits for 16 and 17 year-olds."
50006481,"Ensure that young people can learn their rights and responsibilities, with citizenship classes in every school and parenting classes for young adults.",-1,FALSE,50006481,"We will restore access to benefits for 16 and 17 year-olds. In the longer term, we aim to scrap the lower rate of income support for those under 25.","We will give children and young people access to information about their legal rights and obligations, review the age of majority and ensure that young people are represented on bodies that especially concern them. Expand local youth services."
50006491,"We will give children and young people access to information about their legal rights and obligations, review the age of majority and ensure that young people are represented on bodies that especially concern them.",-1,FALSE,50006491,"In the longer term, we aim to scrap the lower rate of income support for those under 25. Ensure that young people can learn their rights and responsibilities, with citizenship classes in every school and parenting classes for young adults.",Expand local youth services. We will require local Councils to provide a statutory youth service in partnership with the voluntary sector.
50006501,Expand local youth services.,-1,FALSE,50006501,"Ensure that young people can learn their rights and responsibilities, with citizenship classes in every school and parenting classes for young adults. We will give children and young people access to information about their legal rights and obligations, review the age of majority and ensure that young people are represented on bodies that especially concern them.","We will require local Councils to provide a statutory youth service in partnership with the voluntary sector.  Families. Families, in all their forms, are a basic building block of society."
50006511,We will require local Councils to provide a statutory youth service in partnership with the voluntary sector.,-1,FALSE,50006511,"We will give children and young people access to information about their legal rights and obligations, review the age of majority and ensure that young people are represented on bodies that especially concern them. Expand local youth services.","Families. Families, in all their forms, are a basic building block of society. But the nature of families is changing."
50006551,"But it has also brought new attitudes, such as the sharing of family responsibilities, which should be encouraged.",-1,FALSE,50006551,But the nature of families is changing. This has brought new stresses which must be addressed.,"We will: Give families more security. We will take nearly 500,000 low earners out of tax altogether, by raising tax thresholds."
50006631,"Where there are disputes between the parents, these should be decided by the courts, not by an inflexible formula.",0,FALSE,50006631,We will repeal the Child Support Act and abolish the Child Support Agency. We believe that parents should financially support their children at an appropriate level.,"We will create a new system of unified family courts to decide these questions, after they have heard all the evidence. Promote good parenting."
50006641,"We will create a new system of unified family courts to decide these questions, after they have heard all the evidence.",0,FALSE,50006641,"We believe that parents should financially support their children at an appropriate level. Where there are disputes between the parents, these should be decided by the courts, not by an inflexible formula.",Promote good parenting. We will encourage the provision of parenting classes for young adults.
50006681,Expand parental rights.,-1,FALSE,50006681,"We will encourage the provision of parenting classes for young adults. We will increase the role of parents in education by extending home/school/pupil links, and develop home-school partnership arrangements, to assist in addressing the needs of the child.","We will introduce a statutory right to parental leave and develop Maternity Benefit into a new, flexible parental benefit to be shared between partners. We will ensure that fostering and adoption law is based on the suitability of prospective fosterers and the needs of the child."
50006691,"We will introduce a statutory right to parental leave and develop Maternity Benefit into a new, flexible parental benefit to be shared between partners.",-1,FALSE,50006691,"We will increase the role of parents in education by extending home/school/pupil links, and develop home-school partnership arrangements, to assist in addressing the needs of the child. Expand parental rights.",We will ensure that fostering and adoption law is based on the suitability of prospective fosterers and the needs of the child. Help parents to return to work.
50006701,We will ensure that fostering and adoption law is based on the suitability of prospective fosterers and the needs of the child.,0,FALSE,50006701,"Expand parental rights. We will introduce a statutory right to parental leave and develop Maternity Benefit into a new, flexible parental benefit to be shared between partners.","Help parents to return to work. We will, over time, extend tax relief on workplace nurseries to other forms of day nursery care."
50006771,Women. There is still a long way to go before women in Britain have equal opportunities.,-1,FALSE,50006771,"We will encourage job sharing and family-friendly employment practices, especially in the public sector.  We will give private sector employees approaching retirement age, or with responsibilities for young children, the right to negotiate reduced hours or a career break.","We will: Promote equality in the workplace. We will, over time, extend employment and pensions rights to part-time employees, on a pro-rata basis."
50006781,We will: Promote equality in the workplace.,-1,FALSE,50006781,"We will give private sector employees approaching retirement age, or with responsibilities for young children, the right to negotiate reduced hours or a career break. Women. There is still a long way to go before women in Britain have equal opportunities.","We will, over time, extend employment and pensions rights to part-time employees, on a pro-rata basis. We will bring in tougher obligations on employers to establish equal opportunities procedures and pursue the principle of equal pay for work of equal value."
50006811,"Make pensions fairer to women, by working to replace the contributory system with pension rights based on citizenship and residence in the UK.",-1,FALSE,50006811,"We will, over time, extend employment and pensions rights to part-time employees, on a pro-rata basis. We will bring in tougher obligations on employers to establish equal opportunities procedures and pursue the principle of equal pay for work of equal value.",We will bring forward the introduction of pension splitting on divorce. Improve the services that women receive from the NHS.
50006841,We will promote equal treatment of the sexes within the Health Service.,-1,TRUE,50006841,We will bring forward the introduction of pension splitting on divorce. Improve the services that women receive from the NHS.,We will set targets for the expansion of facilities which enable women to consult female health professionals. Make the legal system fairer to women.
50006851,We will set targets for the expansion of facilities which enable women to consult female health professionals.,-1,FALSE,50006851,Improve the services that women receive from the NHS. We will promote equal treatment of the sexes within the Health Service.,Make the legal system fairer to women. We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system.
50006861,Make the legal system fairer to women.,-1,TRUE,50006861,We will promote equal treatment of the sexes within the Health Service. We will set targets for the expansion of facilities which enable women to consult female health professionals.,We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system. We will seek to improve the provision of refuge places for victims of domestic violence.
50006871,We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system.,-1,TRUE,50006871,We will set targets for the expansion of facilities which enable women to consult female health professionals. Make the legal system fairer to women.,We will seek to improve the provision of refuge places for victims of domestic violence. Enhance the role of women in public life.
50006881,We will seek to improve the provision of refuge places for victims of domestic violence.,-1,FALSE,50006881,Make the legal system fairer to women. We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system.,Enhance the role of women in public life.  We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women.
50006891,Enhance the role of women in public life.,-1,TRUE,50006891,We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system. We will seek to improve the provision of refuge places for victims of domestic violence.,We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women. We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families.
50006901,We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women.,-1,TRUE,50006901,We will seek to improve the provision of refuge places for victims of domestic violence. Enhance the role of women in public life.,We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families. Disabled people. Progress in equal opportunities for disabled people remains patchy and unacceptably slow.
50006911,We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families.,-1,TRUE,50006911,Enhance the role of women in public life.  We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women.,Disabled people. Progress in equal opportunities for disabled people remains patchy and unacceptably slow. We will: Guarantee the rights of disabled people.
50006921,Disabled people. Progress in equal opportunities for disabled people remains patchy and unacceptably slow.,-1,FALSE,50006921,We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women. We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families.,We will: Guarantee the rights of disabled people. We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people.
50006931,We will: Guarantee the rights of disabled people.,-1,FALSE,50006931,We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families. Disabled people. Progress in equal opportunities for disabled people remains patchy and unacceptably slow.,We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people. We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people.
50006941,We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people.,-1,TRUE,50006941,Disabled people. Progress in equal opportunities for disabled people remains patchy and unacceptably slow. We will: Guarantee the rights of disabled people.,We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people. Give disabled people more independence.
50006951,We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people.,-1,TRUE,50006951,We will: Guarantee the rights of disabled people. We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people.,"Give disabled people more independence. We will introduce a Partial Capacity Benefit, building on the Disability Working Allowance, to assist those in work who cannot fully support themselves financially."
50006961,Give disabled people more independence.,-1,FALSE,50006961,We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people. We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people.,"We will introduce a Partial Capacity Benefit, building on the Disability Working Allowance, to assist those in work who cannot fully support themselves financially. We aim to increase financial support for disabled people who cannot find work and to make provision for the real costs of disability."
50007001,We will publish a code of practice to improve access to buildings and transport.,-1,FALSE,50007001,We aim to increase financial support for disabled people who cannot find work and to make provision for the real costs of disability. Improve access.,"We will require government departments, local Councils and public organisations to make their key public literature available in Braille or where appropriate tape. Make education inclusive."
50007011,"We will require government departments, local Councils and public organisations to make their key public literature available in Braille or where appropriate tape.",-1,FALSE,50007011,Improve access. We will publish a code of practice to improve access to buildings and transport.,"Make education inclusive. As part of our &lt;U+00A3&gt;2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs."
50007021,Make education inclusive.,-1,FALSE,50007021,"We will publish a code of practice to improve access to buildings and transport. We will require government departments, local Councils and public organisations to make their key public literature available in Braille or where appropriate tape.","As part of our &lt;U+00A3&gt;2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs. Ethnic minorities. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis."
50007041,"Ethnic minorities. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis.",-1,TRUE,50007041,"Make education inclusive. As part of our Σ2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs.","Diversity, pluralism and a multicultural society are sources of strength for Britain. We will: Strengthen action against discrimination."
50007051,"Diversity, pluralism and a multicultural society are sources of strength for Britain.",-1,TRUE,50007051,"As part of our &lt;U+00A3&gt;2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs. Ethnic minorities. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis.","We will: Strengthen action against discrimination. We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission."
50007061,We will: Strengthen action against discrimination.,-1,TRUE,50007061,"Ethnic minorities. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis. Diversity, pluralism and a multicultural society are sources of strength for Britain.","We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission. We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union."
50007071,"We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission.",-1,TRUE,50007071,"Diversity, pluralism and a multicultural society are sources of strength for Britain. We will: Strengthen action against discrimination.","We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union. Ensure equal opportunities for all."
50007081,"We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union.",-1,TRUE,50007081,"We will: Strengthen action against discrimination. We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission.",Ensure equal opportunities for all. We will require local authorities and housing associations to ensure equal opportunities in housing allocation.
50007091,Ensure equal opportunities for all.,-1,TRUE,50007091,"We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission. We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union.","We will require local authorities and housing associations to ensure equal opportunities in housing allocation. We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups."
50007101,We will require local authorities and housing associations to ensure equal opportunities in housing allocation.,-1,TRUE,50007101,"We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union. Ensure equal opportunities for all.","We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups. Free immigration laws from racial discrimination."
50007111,"We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups.",-1,TRUE,50007111,Ensure equal opportunities for all. We will require local authorities and housing associations to ensure equal opportunities in housing allocation.,Free immigration laws from racial discrimination. We will ensure that immigration policy is non-discriminatory in its application.
50007121,Free immigration laws from racial discrimination.,-1,TRUE,50007121,"We will require local authorities and housing associations to ensure equal opportunities in housing allocation. We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups.",We will ensure that immigration policy is non-discriminatory in its application. We will reform current immigration laws so as to enable genuine family reunions.
