uid,text,label,metadata__row_number
877,Countless people have died for us to think and vote for ourselves. The Democratic Party Leadership cares more about the Black vote than the Black people. It’s time to wake up. #LetsFlyMI #MISen #TeamJohnJames https://t.co/0iOrdwalbl,1,877
765,Crews working with @MyFDOT have arrived in Tallahassee. Please continue to stay inside and wait for word from your local officials before trying to drive on the roads. https://t.co/tWtx8Yafai,0,765
470,"D's, I's, &amp; R's are tired of being on the back burner with over promises and no delivery. People want to support their family, give their kids an education, and access to REAL affordable healthcare, after 42 years of public service, @SenatorCarper has failed to serve the people https://t.co/ASLTItkqc9",0,470
914,Dana wants to go to Congress to stand up to powerful interests &amp  fight for health care – not rubber-stamp Trump’s agenda. We need @dana_balter's voice in Congress – but her #NY24 race is neck-and-neck. Donate &amp  let's push her campaign over the top: https://t.co/XghDsdRXE5 https://t.co/uQomjOeohi,0,914
815,David in Indy built this frame by hand because “Mike Braun will help our president move the country forward.” Looks great  David! #INSen #IBackBraun https://t.co/z4MAbNoKpf,0,815
58,Day 4 of Brett Kavanaugh’s confirmation hearings live. https://t.co/CX0wrVu8jR,0,58
448,Day 45 and #TwoFacedTester is back at it again. Tester says that he'll fight for lower health care costs YET he was the deciding vote for Obamacare! #DefeatTester #mtpol #mtsen https://t.co/EX1Wq52m0s,1,448
120,"Debate night in Morgantown! Tune in! 

I'll be debating dishonest Washington liberal Joe Manchin. Watch on your local TV station or on C-SPAN at 7PM ET: https://t.co/JmML8nhanW #WVsen https://t.co/VfVTsy7bZv",0,120
579,"Deceitful liberal Joe Manchin can’t seem to run an honest campaign &amp; doesn’t tell the truth to voters.  Joe, let’s debate multiple times on statewide tv so voters can better understand how you lost your WV values &amp; embraced Maxine Waters, Nancy Pelosi, Hillary and Obama. #wvsen",0,579
468,Delaware does not need decade old solutions for our current day problems. We must #RetireCarper and #VoteRobArlett!,0,468
201,"Delawareans want to live the American dream. @senatorcarper has failed continuously for 17 years to unleash the American dream for the citizens of our state. 

Read my plan to bring prosperity to Delawareans <U+2B07><U+FE0F>
 https://t.co/xxokVJDhP3",0,201
305,"Delwareans need to ask themselves this:

How many more jobs do we need to lose, how much more does our healthcare need to increase, and how many more families need to be hurt, before we decide to #RetireCarper!",1,305
1152,Demanding a full accounting of the Trump Admin’s disastrous response to Hurricane Maria in Puerto Rico with @SenGillibrand @Pwr4PuertoRico @latinovictoryus @HispanicFed @AFTunion &amp  displaced Puerto Rican families. WATCH LIVE SOON - https://t.co/Q9hTCKdhhf,1,1152
2,Democrat Senator Tom Carper sides with drug corporations over the American people. This is exactly why the swamp needs to be drained. #RetireCarper #VoteRobArlett,1,2
290,Democrats and Republicans alike are coming out to vote for Bob Hugin today. Voters like Johanna are crossing party lines to send honesty and integrity back to the Senate. #GOTV #SendinaMarine <U+0001F5F3> https://t.co/JocqgQTYiQ,0,290
361,"Devastating.

@POTUS: We will not forget about these children. We will not let this go. The deadline for reunification was July 26. Do better.

https://t.co/tjrl8nSEPG",1,361
518,"Dianne Feinstein says she understands what's at stake, but today took a deal to fastrack more of Trump’s judges to lifetime appointments - even after Kavanaugh was pushed through. Enough politeness. Enough patience. We need a fighter in Washington. #CAsen https://t.co/QZe2dK3KEP",0,518
47,Did @ChrisMurphyCT really just say people only get news from organizations that agree w/them on @ctcapitolreport? The guy who only goes on CNN and MSNBC daily but refuses to debate Matt? Then admits he raises 10x $ when he sends partisan emails over ones saying what he is doing?,1,47
589,"Did you hear what Gary Johnson said? He called President Trump – and his voters – ""racist."" Worse, he repeatedly calls the President a word that must be bleeped on broadcast TV. https://t.co/tjWrPqi7tg",0,589
863,Did you know that your tax dollars are subsidizing CEOs' outrageous compensation? https://t.co/DPXbFAzLzB,1,863
267,"Disappointing. We should be building on the progress we've made to help more people get covered.

Instead, this administration insists on rolling it back.

https://t.co/odYd1agaCI",0,267
254,"Do you want Washington DC to leave us alone &amp; follow the Constitution? Do you want Washington DC to stop stealing from us &amp; trampling our liberties? 

Then join the #FightForMaine.",0,254
159,Don't forget to hand-deliver your Absentee Ballot to your local county election office or VOTE in-person on November 6th! I'm running to help President Trump continue his GREAT work and to Put Montana First! #DefeatTester #MAGA #mtsen #mtpol https://t.co/kfYL1uIji1,0,159
28,"Don't wait to make your impact on this race—knock doors or make calls this weekend:

https://t.co/uS6WCyxBWF",0,28
956,"Donald Trump  who has a very difficult time telling the truth about anything  is lying about Medicare for All. 

Our proposal wouldn't cut benefits for seniors. In fact  we expand benefits  eliminate deductibles and copays and lower the cost of prescription drugs. https://t.co/BaoAXg9wqS",1,956
932,"Donate to Geoff’s campaign  make phone calls  knock on doors  tell your friends &amp co-workers that<U+2066><U+2066>@DiehlForSenate<U+2069> is a good guy. Liz Warren's Republican challenger Geoff Diehl puts faith on Bay State smarts
#hecanwin!        
(Via Boston Herald)  https://t.co/udNoQwhKT0",0,932
337,"Donnelly has claimed to have 'Hoosier common sense,' even though he revealed in September that he plans to vote against President Donald Trump’s Supreme Court nominee, Judge Brett Kavanaugh."" #INSen

https://t.co/MSIxVpTM74",1,337
345,"Donnelly, like the vast majority of Democrats, was set on voting “no” against Kavanaugh no matter what, ""And for that, we still believe Indiana should vote “no” for another Donnelly term in Washington."" - @newssentinel #INSen

https://t.co/yTnjGwVCxK",1,345
992,Don’t disappoint Nora — get out and vote tomorrow! https://t.co/1qei6jkaiL,0,992
1031,Door to door talking to our fellow Texans! Beautiful day to go canvass. https://t.co/fmn478gv8d,0,1031
826,Dr. Blasey Ford made it clear to @senjudiciary she is willing to testify next week with reasonable precautions for her safety &amp  ground rules to ensure a fair hearing.,0,826
755,"During early voting  you can vote at any of your county’s polling places  making it much more convenient. Find your polling places at https://t.co/cgW7OXsFM8

If you live at Shelby County  you can vote at any of these 27 locations <U+2B07><U+FE0F> https://t.co/zKcFpYAVk6",0,755
169,"During their past 88 years, @Publix has expanded to 1100 stores &amp; added countless jobs, including 700 new jobs with their recent expansion. Job creation in FL would not be possible without our hardworking businesses, and Publix is one of our greatest success stories.",0,169
40,"Each year, Washingtonians take more than 190 million bus trips to get to work, attend school, or visit the doctor. These new grants are welcome news to Washington commuters and will pave the way for new jobs and economic growth throughout the state.

https://t.co/98rdCzQ7Ii",0,40
786,Earlier  a staffer tweeted a misleading article about ISIS operatives caught in Guatemala. I took the tweet down so it won’t continue to circulate  but there are still some important facts. (1/2),0,786
780,Early voting on a beautiful Sunday in Houston! Find a polling place near you at https://t.co/ckkFIm9nHy https://t.co/SjuEESyKin,0,780
24,Early voting starts tomorrow and runs through November 1st. Are you ready to vote? Check your registration and find your polling place at https://t.co/T13UtqQa6q https://t.co/2gRKltGjBS,0,24
1054,Easy for @stabenow to say. She’s made nearly $4million from taxpayers in her 43 years as a politician. #MISen <U+0001F4B0><U+0001F4B4><U+0001F4B0> https://t.co/QZvZdUaMK9,0,1054
856,Election Day is one month — 31 days — from today. I know that might seem soon  but I promise it’s plenty of time to make a difference. Are you fired up? No matter where you live  sign up to volunteer: https://t.co/6kapAQ3Jaq https://t.co/orr2E2l2v3,0,856
1001,"Election Day's tomorrow.  Vote Geoff Diehl for U.S. Senate!  Polls open 7am-8pm.  To find your polling place: https://t.co/wsKoymm5vC
 
Remind coworkers  family  friends  and neighbors supporting Geoff to vote and #DefeatElizabethWarren!

https://t.co/LAcep602QP https://t.co/UzANvAPAfx",0,1001
1179,Elizabeth Warren's opponent is worth looking into. He is a very nice guy and isn't trying to just use the seat as a stepping stone to the presidency. https://t.co/3Gjwe4cCgl,0,1179
861,"Employer: ""What have you accomplished the last 6 years?""
Employee: ""Being reasonable.""
Employer: ""You’re Fired.""

It wouldn't cut it at your job.
It shouldn't cut it for @SenAngusKing in the US Senate.

Its time for a #BetterDealForMaine. #mepolitics",0,861
867,Equipping ICE and CBP agents with body-worn cameras will increase accountability and help build the community’s trust in law enforcement. This legislation will go a long way towards increasing transparency  strengthening New Mexico’s border communities  and keeping families safe. https://t.co/p5IaZXXfNX,0,867
690,Eric Brakey has an A+ rating  from the NRA and an A+ from the Sportsman’s Alliance of Maine #mepolitics #YourVoiceYourVote,0,690
560,Estelle reported Menendez’s felon ‘best friend’ to Medicare twice for blinding her. @SenatorMenendez protected Melgen and tried to help him get away with ruining patients lives. “Protecting Doctor Melgen? It’s just atrocious. Don’t vote for Menendez.” --Estelle https://t.co/ChWejS73lR,0,560
1146,Every day  more and more voters are understanding that a vote for @JoeManchinWV is a vote for the impeachment  resistance and obstruction leadership who want to tear @realDonaldTrump down.  Join me and block Manchin from allowing mob rule to take over.  #wvsen,0,1146
65,"Every day, but this week especially, I want you to know that if you are a survivor of sexual assault, you are not alone. I hear you, I believe you, and I am standing with you. Now and always.",0,65
694,"Every donation  no matter what the amount  is a step toward moving the President's agenda of security &amp  economic prosperity ahead &amp  stopping Democratic obstruction. 

#RedWaveRising2018 
#TeamCorey
#DefeatKaine https://t.co/9c9m4cyICQ",1,694
1014,"Every family has a right to affordable  accessible health care no matter their financial status. I'm proud to back Proposition 3—&amp  in Congress  I'll fight to make sure all Utahns retain access to their health care. #utpol

https://t.co/cd41Dw2TzG",0,1014
1075,Every single American deserves to be treated with dignity and respect.,0,1075
118,"Excited to be back in Parkersburg this morning to discuss the Trump tax cuts and the positive impact they are having on WV families.  Unfortunately, Liberal Joe voted against the Trump tax cuts and opportunity zones for impoverished areas of WV.  Liberal Joe’s gotta go! #wvpol",1,118
1046,"Excited to be joining @SenTedCruz for a tele-town hall on #SCOTUS tonight at 6 p.m. Have a question for me and the senator? Call in! 
https://t.co/fPM51g07em https://t.co/2a1FRT2o23",0,1046
1105,"Excited to raise awareness about the @CVAProgram along with my colleague Senator @kdeleon at @BeneficialStFdn here in Oakland! All Californians  no matter their economic background  can participate in the green economy while improving air quality! 
#Cleancarsforall
#CVAProgram https://t.co/fTgApHXDP0",0,1105
435,FACT CHECK: Manchin supported Hillary Clinton even after she pledged to put coal miners out of work. #WVsen https://t.co/b3x1QyTw6Q,1,435
1022,FHP SWFL Quick Reaction Force just departed Fort Myers enroute to North Florida to assist with Hurricane Michael! Safe travels! #hurricanemicheal https://t.co/DPD9JWA8fk,0,1022
1100,FL continues to support efforts to rebuild and recover. See the latest here- https://t.co/HEPkUcfOgo,0,1100
822,Feeling inspired by the work ethic of our volunteers and organizers — less than two months until the election  so even our #DogsforHeidi are hard at work! Join Pawg and Moose and sign up to volunteer from anywhere: https://t.co/KKOKPA5XNw #HH4ND https://t.co/mRaTrSbJOp,0,822
78,"Feeling inspired by the work ethic of our volunteers and organizers — less than two months until the election, so even our #DogsforHeidi are hard at work! Join Pawg and Moose and sign up to volunteer from anywhere: https://t.co/KKOKPA5XNw #HH4ND https://t.co/mRaTrSbJOp",0,78
708,Find the latest actions that the state is taking to help Bay County recover here -https://t.co/XQYPauvPSp,0,708
1053,Fired up in Pembroke to get out the vote for <U+2066>@jay4ma<U+2069>  <U+2066>@elizabethforma<U+2069>  and @massdems up and down the ticket! #mapoli https://t.co/rVnii5ZqBw,0,1053
1154,First question to Jane was about how to protect key retirement programs like Social Security and Medicare so that they are there for the next generation. Watch: https://t.co/Wt3AANCBPd #NEsen,0,1154
1082,Flathead County is #TrumpCountry! #MAGA #MTGOPVictoryTour #mtsen #mtpol https://t.co/jCMwWpTmEu,0,1082
1018,Florida National #Guardsmen are staffing 25 Points of Distribution for critical supplies throughout 9 counties. To find a list of open locations  visit https://t.co/xgsKVmi1rg #HurricaneMichael #FLNGAlwaysThere https://t.co/IaZhJjF42H,0,1018
166,Florida is offering every available resource to our neighboring states to help them respond and recover from Hurricane Florence.,0,166
36,"Follow @johnlegend's advice: Make sure you've got a plan to get to the polls before they close at 7:30pm.

Need more info? Go to https://t.co/FFLdhZx4Vz. https://t.co/Hvqkr6GNVJ",0,36
291,"For 43 years @Stabenow has failed our children &amp; parents when it comes to education. She has put her own political agenda before that of the people of Michigan. MI deserves a leader who will get you real results instead of empty promises. #LetsFlyMI #MISen
https://t.co/MSprWwyeQg",1,291
375,"For Republicans to schedule a Friday vote on Kavanaugh today, 2 days before Dr. Blasey Ford has had a chance to tell her story, is outrageous. First Republicans demanded Dr. Blasey Ford testify immediately. Now they don’t even need to hear her before they move ahead with a vote.",1,375
379,"For a decade, @SenWhitehouse failed RIers on the opioid crisis—then he made the problem worse. I am calling on Sheldon Whitehouse to immediately take steps to repeal his oxymoronic Ensuring Patient Access &amp; Effective Drug Enforcement Act. Read more: https://t.co/iynguKli9G https://t.co/RwDwaTw3rM",1,379
590,"For a man who is proud of smoking recreational marijuana, Gary Johnson sure is hot headed. Drugs + anger = bad combo.  https://t.co/6v8MxQ3Ch8  #NMsen #NMpol",0,590
189,"For my 220th “#TimeToWakeUp” speech, I highlight some of the steps states, cities, companies, and NGOs around the world are taking to reduce carbon emissions. 
https://t.co/Vk4zpiBMja",0,189
726,Former Republican defense secretary lauds Heitkamp at veterans event https://t.co/kIb7iOng4k https://t.co/9fGVruxrkL,0,726
327,"From Elkhart to Evansville, Hoosiers tell me they want Judge Kavanaugh confirmed. I challenge @SenDonnelly to immediately join me in supporting President @realDonaldTrump’s pick instead of waiting for Schumer and his liberal colleagues’ permission to support him. #INSen",1,327
1084,"From Parma to Athens to Amanda  it's been another busy week here on Team Sherrod.

Here are just a few of the highlights:

https://t.co/aCzAdYnw1p",0,1084
1169,From here in Malden  Massachusetts and all across the country: our hearts go out to the victims of today’s shooting in Pittsburgh. https://t.co/L6n6DWqcmE,0,1169
917,From the beginning  I have supported Judge Kavanaugh because he is eminently qualified to serve on SCOTUS. I reviewed the FBI report and there continues to be no corroboration or evidence that he was involved in any misconduct. I look forward to voting for him later this week.,0,917
18,Funny how many career politicians say they support a “Balanced Budget Amendment” but will never vote for a Balanced Budget like @RandPaul has proposed. #BrakeyEffect #mepolitics,1,18
458,Funny how quiet @SenatorCarper is on these allegations for SCOTUS. He knows it will trigger the truth of his own past! #metoo,0,458
204,"GDP may be growing, but who’s benefiting? Corporations are raking in record profits while wages for most working Americans have fallen. We need to make sure economic growth benefits everyone, not just the wealthy. That’s why I support the Measuring Real Income Growth Act. https://t.co/Btg5hWgwcb",0,204
797,GOP Senate candidate Corey Stewart pledges to end race-based college admissions https://t.co/jhqZyuEtvx #FoxNews,0,797
870,"GREAT nite of laughs in front of a full house  <U+2066>@PolcarisSaugus<U+2069> tonite<U+203C><U+FE0F>

<U+2066>@ItsLennyClarke<U+2069> <U+2066>&amp  @churleycomedy<U+2069> &amp  <U+2066>@DiehlForSenate<U+2069> knocked ‘em dead. <U+0001F604>

I just stayed out of the way after introducing Massachusetts’ next US Senator to the 
North Shore. https://t.co/SeUwaSXJkb",0,870
71,Get real-time updates during our first U.S. Senate debate by following @TeamHawley and @MissouriGOP #MOSen,0,71
365,"Glad @EPA continues to reduce the burden of harmful Obama-era regulations by improving New Source Performance Standards for our air quality and our #energydominance.
https://t.co/pXFDvEXk1g via @EPA",1,365
693,Glad I could make it to the Greene County GOP Headquarters Meet and Greet this afternoon. Even had the chance to meet some young supporters  too! #OHSen https://t.co/BIRfIsNUgo,0,693
19,Glad to be part of this important conversation at the African American Coalition of Indianapolis Candidates’ Forum tonight. #INSen https://t.co/Y0wp4aih7j,0,19
101,Good luck to the @Vikings as they take on the Bills at home today! I ran into @ViktortheViking and the #Skol Line at yesterday’s @RivALZtc event.  We’re all looking for a win today (done with ties!) https://t.co/yOspFQI9Gr,0,101
153,"Good morning, Belgrade! Fantastic parade! #mtsen #mtpol https://t.co/ycWnswVzSv",0,153
194,Good to be in @DeSotoCountyMS with @SenHydeSmith for the signing of a cost-sharing agreement between the county and @USACEHQ for a flood risk management study. The project will help ensure we are laying a path for another great spurt of steady growth in this area. https://t.co/YKRi53yiVI,0,194
172,"Governor @PhilBryantMS, thank you for providing support to Florida after #HurricaneMichael! https://t.co/AcwGRb2aNI",0,172
139,Great group of Texans out voting after work in San Antonio. https://t.co/ogK4DJKxjz,0,139
1085,Great start to the day at Milford Diner with James Maroney and Kim Rose. https://t.co/UB1uNB8Rns,0,1085
1007,Great to be w/ TN small biz owners. Thank you  Jonathan Harris of @scoutnashville  Brett Henry of @franklinjuice  &amp  @AndyPuzder for sharing your success stories. TN unemployment is at 2.7%. Now is the time to pass #TaxReform 2.0 to make #TaxCuts permanent. https://t.co/aBaU9B1XST,0,1007
1147,Greetings from the Moab farmers market! #utpol #kale https://t.co/Ug0N3HYxUZ,0,1147
849,Gun control doesn't work. Criminals don't obey the law  only law-abiding citizens. #mepolitics,1,849
580,Gutless Joe Manchin refuses to take a public position on Kavanaugh to give Schumer more time to conduct his obstruct and resist circus. Waiting until an outcome is decided before making your position clear isn’t leadership.  It’s gutless.  WV sees through Manchin’s games.  #wvsen,0,580
955,Had a fantastic time yesterday hearing directly from farmers at Big Iron yesterday. I got pancakes  heard from folks at the Ag Forum  and then toasted with a few of our farmers. Hearing from NDans in-person is the most important part of my job. https://t.co/2b8FgM3nUx,0,955
193,"Had a great time at @NAACPprov’s annual gala. The work of the award recipients and the NAACP is invaluable. As one of our country’s most prominent civil rights groups, the NAACP has led the charge for political, social, and economic #equality. I am proud to stand with you. https://t.co/UdB3uEq0uS",0,193
1083,Had breakfast this morning with @alexwagner at my favorite spot — La Carreta on Cesar Chavez Chavez Ave. Love bringing new friends to my favorite place on the East Side.  Catch our conversation on @sho_thecircus at 8pm PST this Sunday. https://t.co/uisvzFZC1e,0,1083
769,"Had fun today at the Canterbury RTC Annual Chicken Dinner  Meet the Candidates. 
@MattCoreyCT @ChapmanforSOTS @CTGOP https://t.co/06bSVGlweC",0,769
754,Happiness is bowl of chili and Chiefs football with my sweetheart #ChiefsKingdom https://t.co/POlpKJC2HP,0,754
738,Happy #ConstitutionDay!! Enjoy the freedoms that were confirmed to us on this great day!!! #MakeLibertyWin https://t.co/8NDp1KRBGj,0,738
62,Happy 73rd anniversary to the UN! The UN is an important venue to promote peace and cooperation worldwide. This is a great time to look back at everything the UN has accomplished and recommit ourselves to the its goals. https://t.co/rYdKgjALtI,0,62
86,Happy Halloween! I always have fun giving candy out to trick-or-treaters at my house. Especially loved meeting Hermione and Hedwig from Harry Potter and a unicorn! https://t.co/SI900JPwph,0,86
1013,Happy Labor Day to all of North Dakota’s working families. We’re a state of folks who work hard every day to provide for our families. Today we honor all the workers!,0,1013
129,"Happy Labor Day, Texas! https://t.co/XvQ7GgMvbL",0,129
378,"Harmful actions like expanding narrow and limited health care plans, a lawsuit to end protections for preexisting conditions, higher premiums, multiple votes on the Senate floor and now promises to pursue repeal again, that’s the Republican record on health care. Period.",1,378
1098,Have you returned your ballot yet? Today I completed and returned mine. With only 15 days until Election Day  RETWEET our video and TAG your friends to remind them to vote! #waelex #WAsen #Susan4Senate https://t.co/z5vtCKbo7Y,0,1098
1044,Have you voted yet? Time to grab your ballot and fill it out now. Let us know when you've mailed it in. And join State Rep. Jacquelin Maycumber (R - 7th LD)  in voting for Susan Hutchison for U.S. Senate. Watch Jacquelin's video  below. #waelex #WAsen #Susan4Senate #CantwellCant https://t.co/QZnlzKJKuQ,0,1044
831,Having the @PredsNHL &amp  @Titans gave people a confidence that spilled over into other places. People in Nashville began to expect more from their city government  &amp  that’s what I aim to do in the Senate. I hope TN will expect more from their government than when I went in. https://t.co/BiVxMWHCJ2,0,831
319,"Health experts agree – Trump’s expansion of junk insurance plans could leave families and patients paying more for less care. 

Thanks @FamiliesUSA for joining me to stop this latest act of health care sabotage. https://t.co/IZOoH9hp6O",1,319
983,"Hear what @MattCoreyCT's message is to #Connecticut voters &amp  what separates him from incumbent candidate @ChrisMurphyCT #decision2018 #CTpolitics #CTRepublicans
https://t.co/4j5jcyHyI0",0,983
854,Here at Aqua Creek in Missoula where thanks to tax cuts  Brian hired new folks and is expanding their facility. Can't argue with those RESULTS... yet that's exactly what @jontester voted AGAINST. #DefeatTester #MontanaFirst #MAGA #mtsen #mtpol https://t.co/VpxqMdqBVI,0,854
950,Here is the latest information on Major #HurricaneMichael from the 8pm EDT advisory. Michael continues to intensify and is looking healthier on satellite imagery as it moves north across the eastern Gulf of Mexico. Expect the next update around 11pm tonight. https://t.co/2w3ViX0zZq,0,950
735,Here's a good'un TransCanada USA gave @SenAngusKing $2500. They make pipelines to transport oil from Canada #mepolitics,0,735
749,"Here's the ad we're releasing today calling out @JoeManchinWV for voting to fund America's largest abortion business that has come under federal investigation for trafficking in body parts of unborn babies killed in their abortion facilities.

#WVSen @WVGOP #IVoteProLife<U+2705> https://t.co/RRLuPIcyA2",0,749
31,"Here's who stock buybacks help: stockholders, CEOs, the wealthiest 1%.

Here's who stock buybacks don't help: everybody else.

https://t.co/vqPKONMRsI",1,31
894,"Hey @MittRomney 

You lost me a week ago

My wife is a lifelong Republican and in the past a serious Romney fan girl  you spoke to her the night before the convention where she was a delegate.

I got home today  your sign was gone from our yard

@JennyWilsonUT got another

#utpol https://t.co/gK1wfwiYyE",0,894
773,"Hey @SenatorWicker — we’re wrapping up here - but there’s still time  come on down!

#mssen #RogerDodger #BariaforMississippi #TrumpRally",0,773
878,Hmm .... As @JonTester rails against #darkmoney we learn today that an extreme dark money environmental group - LCV - just dropped $500 000 to prop up Tester's campaign. Well  in 2 weeks we're done with #TwoFacedTester!!! #MAGA #mtsen #mtpol https://t.co/u3kGRN3Z0E,0,878
963,Honored to be endorsed by the 45 000-strong Hunters Heritage Council. #susan4senate #hunting #waelex #WAsen RETURN YOUR BALLOTS BY 8PM. Find your nearest dropbox: https://t.co/ebNMoinxAp https://t.co/VKqrfHF87w,0,963
113,"Honored to receive the @NRFnews 2018 Hero of Main Street Award. I've been working in Congress to enact policies, such as #TaxReform, that empower Arizona jobs creators. Small business owners enhance our communities by hiring &amp; employing our friends, family and neighbors. https://t.co/WaLDpo5oS9",0,113
497,"Hoosiers need to know where their Senator stands on this important issue, but since Donnelly is still waiting for his marching orders from Democrat leadership, he’ll probably just tell you to give his office a call. #INSen @JoeforIndiana",0,497
853,How appropriate #MoSen https://t.co/r6HWILdFxg,0,853
234,"How many more jobs do we need to lose, how much more does our healthcare need to increase, and how many more families need to be hurt, before we DEMAND change! I am running to be that vehicle of change #VoteRobArlett Tues Nov 6th and lets #RetireCarper https://t.co/8lDW5Aj0Zu https://t.co/mDH55CtFlm",0,234
990,Hutchison is for the best scientific research into pain management and treatment. #waelex #WAsen #CantwellCant #Susan4Senate,0,990
594,Hypocrite @JonTester dresses the part of pretending to be a hunter BUT he hasn't had a hunting license since he was last up for re-election in 2012. #TwoFacedTester #DefeatTester #MAGA #mtsen #mtpol https://t.co/tWX1lYE3Y6,0,594
687,Hypocrite @JonTester says he wants to secure our borders but SUPPORTS catch and release for illegal immigrants. #TwoFacedTester #MAGA #AmericaFirst #mtsen #mtpol https://t.co/PurVDyWi5D,0,687
880,"I am against separating children from their families. And I disagree completely with the idea of a wall. It is a 15th century solution for a modern day problem.

#mssen #BariaForMississippi",1,880
485,"I am deeply disappointed in @senatormcdaniel's statements. Comments like this are the reason so many victims have been held silent for generations, they have no place in 2018 and no place in Mississippi.

#mssen #metoo https://t.co/TPOip29H9d",0,485
1140,I am heartsick for the victims and families of those killed in Pittsburgh  for the members of Tree of Life Synagogue  and for the people of Pittsburgh. Anti-semitism  bigotry  and hate have no place in this country. We will not let evil silence or divide us.,0,1140
202,"I am running against the big establishment machine. I need your help! Please consider chipping in $5 or $10 to my campaign to put the First State First. 

Click the link below  <U+2B07><U+FE0F>

 https://t.co/MyHHUVJomI",0,202
236,"I am running for Senate to be a part of the solution. My opponent, @senatorcarper, is running for Senate to obstruct President Trump.
 
Delaware and our country need solutions over obstruction.",0,236
1,"I am running for Senate to be a part of the solution. My opponent, @senatorcarper, is running for Senate to obstruct President Trump. Delaware and our country need solutions over obstruction.",0,1
241,"I am running to be a part of the solution. @senatorcarper is running to obstruct the President every chance he gets. Obstruction doesn’t solve the problems facing our citizens. #RetireCarper #VoteRobArlett

Here are my solutions <U+2B07><U+FE0F> https://t.co/xxokVJDhP3",0,241
50,I am scheduled to be on Duke Aiona's radio show today a few minutes after 5pm this afternoon. You can live stream the show on https://t.co/GQyB6RX3dz. Aloha. #WeThePeople #DoTheRightThing,0,50
942,I applaud @POTUS' latest move targeting Maduro's innermost circle w sanctions. These sanctions send a clear message that the US stands w the people of Venezuela in their fight for freedom &amp  democracy and against Venezuelan gov officials upholding Maduro's repressive agenda. https://t.co/Jr5NX0W0D1,1,942
48,I appreciated the chance pay tribute to North Dakota’s rich Norwegian heritage during the Hjemdahl’s Lodge’s 50th Anniversary celebration in Valley City. <U+0001F1F3><U+0001F1F4> https://t.co/j6MWS6zioY,0,48
874,"I could not be more proud to have received the endorsement from the Bikers for Trump MN.  Over 317K people nationwide dedicated to supporting President Trump.

Bikers for Trump 2020",0,874
969,"I couldn’t have framed the election better than McConnell did this week. He says if GOP wins they will:

a. try again to repeal ACA and replace it w nothing

b. cut Social Security and Medicare to pay for their corporate tax cut

c. provide no check on Trump 

Got it  America?",1,969
229,"I don't have a black message or a white message. I have a message that appeals to everyone, because we're all Americans first<U+0001F1FA><U+0001F1F8><U+0001F4AA> Folks like Sen. @Stabenow have forgotten that. @MLive @LaurenMGibbons #LetsFlyMI #MISen #TeamJohnJames https://t.co/0X4j6n17FN",0,229
230,"I don’t have a black message or a white message, I have a red, white and blue message. I’m living the American Dream, and I WILL fight to protect the American Dream for future generations! Let’s Fly! <U+0001F4AA><U+0001F1FA><U+0001F1F8>  #LetsFlyMI #MISen #TeamJohnJames &gt;https://t.co/SovPJhgFVg&lt; https://t.co/aQhr4W5gMX",0,230
1041,I don’t have a black or white message  Democrat or Republican  I have a message of protecting the American Dream for future generations!<U+0001F1FA><U+0001F1F8> ONLY 24 days left  chip in NOW to fuel our mission! <U+0001F4AA><U+0001F985> @LelandVittert @FoxNews &gt &gt https://t.co/QPCL0hu3CX&lt &lt  #LetsFlyMI #MISen https://t.co/YBCQ8eTFO8,0,1041
37,I drive a Jeep made by union workers in Toledo. My suit is made by union workers less than 10 miles from our home in Cleveland. I wear this canary pin because it represents all of us in Ohio.,0,37
1057,I fought hard to make sure key priorities for Delaware were included in this bill  and I’m proud we were able to deliver https://t.co/uGnLLqhBLn,0,1057
788,"I had a blast hosting @amyklobuchar for a trip down memory lane in the Government Repair Truck for our final episode of ""Constituents in Trucks Getting Coffee"" - and I can’t wait to work together in Washington! #MN03 #ChangeIsComing https://t.co/zIpP6V1YX7",0,788
787,I have an oped in the San Antonio Express-News about Trump's climate policies!  Spoiler alert: they are terrible.  https://t.co/kMa7w46oa1,1,787
231,I have defeated a 16-year incumbent in the past. I am not afraid to defeat @senatorcarper in November! #VoteRobArlett #PuttingTheFirstStateFirst,0,231
250,"I have the support we need to force a vote in the Senate to overturn Trump’s expansion of junk insurance plans and stop the latest act of Trump sabotage. Together, let’s tell Trump: #NoJunkPlans https://t.co/0iK2pZHDbR",1,250
979,I hope you all enjoy Labor Day surrounded by friends and family. Thank you American workers  for all your contributions to our country.,0,979
1006,I join Sen @ChrisMurphyCT in this effort and hope you will too. We’re trying to raise $1 million in 24 hours to win 8 key Congressional seats back from the gun lobby. Will you chip in to help us? Donate here: https://t.co/DaBdfmRlfc,0,1006
557,"I joined Kenny &amp; family in Union City for some Cuban Coffee <U+2615><U+FE0F>
We talked about the similarities of the neighborhood from when I lived there to today. Kenny shared why he’s supportive of our campaign and how @SenatorMenendez left Cuban Americans behind. #NationalCoffeeDay https://t.co/Sepqfn30Q8",0,557
44,"I just heard Dr. Ford testify. More to the point: I listened. 

I sincerely hope my colleagues were listening, too. #KavanaughHearings",0,44
820,I just learned that @JCCofNoVA was a target of hateful vandalism today. I have visited Israel  and my wife lived there for 2 years. We have come to feel a deep connection with the Jewish faith tradition. We strongly condemn today's anti-Semitic vandalism  and bigotry of any kind.,0,820
