uid,text,label,metadata__tweet_id,metadata__row_number
2437,Die Abschlussrede der #Neonazis zeigt: die Blockaden haben die #Neonazis sehr verärgert #Weimarreichts,0,5.64056E+17,2437
19913,Die Aktion \Hier bin ich Mensch\ mit einem Video beim Besuch bei @dein_team vs. @MLP_Academics #refugeeswelcome https://t.co/gcVnj9eK6P,1,6.64776E+17,19913
4608,Die Ampel am Rosdorfer Weg/Sandweg in #Göttingen macht wieder einmal Ärger. http://t.co/94PT0thjs4,0,5.78223E+17,4608
4499,"Die Anmeldung für die TrailTrophys im Harz und Kronplatz sind geöffnet! Achtung, Teilnehmer Limit sind nur 275... http://t.co/wohjquQ9Pt",0,5.77497E+17,4499
13522,Die Antwort ist jetzt nicht euer Ernst?! Hier sind Menschen in Gefahr! Aber macht mal weiter nur NIX! 😡@biesdorfer83 @BVG_Bus,0,6.31107E+17,13522
18119,Die Aufräumarbeiten auf der #A61 werden sich noch bis heute Abend hinziehen. Es ist weiterhin nur eine Spur frei.,0,6.56114E+17,18119
1256,Die Auslese geht weiter - der zweite Teil von Joelle Charbonneau jetzt bei @skoobe_de http://t.co/cYr5TE9jTH,0,5.56185E+17,1256
19322,Die Ausschreibung unserer zweiten Studie zum CH-Markt für \Big Data\ läuft für Auftraggeber &amp; Sponsoren bis 30.11. https://t.co/cCgQcVtZtH,0,6.61855E+17,19322
18631,Die Automobilindustrie hat die zufriedensten Mitarbeiter. Der Handel schneidet als Arbeitgeber dagegen schlechter ab.https://t.co/xRcksiXJ7Z,0,6.58543E+17,18631
5752,Die Bedeutung von Namen im 21. Jahrhundert.,0,5.84617E+17,5752
16832,"Die Bedingungen für die Mafia in Deutschland sind ideal, schreibt Harald Schummann vom Tagesspiegel nach der... http://t.co/5LNKi0c8KT",0,6.48783E+17,16832
7915,"Die Bewohner des Königreichs freuen sich über Blumenbeet! Versuche es auch! http://t.co/Cz24rWBRBA #android,#androidgames,#gameinsight",0,5.97649E+17,7915
296,"Die Bewohner des Königreichs freuen sich über Breite St...! Versuche es auch! http://t.co/IHmLw9rbqJ #iphone,#iphonegames,#gameinsight",0,5.09074E+17,296
11059,"Die Bewohner des Königreichs freuen sich über Breite Straße! Versuche es auch! http://t.co/8liqavJB3V #android,#androidgames,#gameins...",0,6.14915E+17,11059
16555,"Die Bewohner des Königreichs freuen sich über Brücke! Versuche es auch! http://t.co/Sv25IzJf0G #android,#androidgames,#gameinsight",0,6.47033E+17,16555
7524,"Die Bewohner des Königreichs freuen sich über Burgmauer! Versuche es auch! http://t.co/QXXLBK1yIG #android,#androidgames,#gameinsight",0,5.95696E+17,7524
11214,"Die Bewohner des Königreichs freuen sich über Elbenbäder! Versuche es auch! http://t.co/8liqavJB3V #android,#androidgames,#gameinsight",0,6.15978E+17,11214
23907,"Die Bewohner des Königreichs freuen sich über Füllhorn! Versuche es auch! https://t.co/QXXLBK1yIG #android,#androidgames,#gameinsight",0,6.81619E+17,23907
23908,"Die Bewohner des Königreichs freuen sich über Gartenkarre! Versuche es auch! https://t.co/QXXLBK1yIG #android,#androidgames,#gameinsight",0,6.81619E+17,23908
16280,"Die Bewohner des Königreichs freuen sich über Hütte des Farmers! Versuche es auch! http://t.co/Sv25IzJf0G #android,#androidgames,#gam...",0,6.45646E+17,16280
18528,"Die Bewohner des Königreichs freuen sich über Kürbislaterne! Versuche es auch! https://t.co/Sv25IzJf0G #android,#androidgames,#gameins...",0,6.58017E+17,18528
22892,Die Bewohner des Königreichs freuen sich über Steinbruch! Versuche es auch! https://t.co/XERNORvaCr #gameinsight,0,6.76972E+17,22892
23793,"Die Bewohner des Königreichs freuen sich über Steinbruch! Versuche es auch! https://t.co/oWEVQ5vIZr #android,#androidgames,#gameinsight",0,6.8107E+17,23793
42,Die Bilder der JeckNight 2011 sind jetzt online. http://t.co/LdyxDKVP,0,1.3578E+17,42
19159,Die Blicke des Arztes waren auch eher so: „Was treiben Sie in Ihrer Freizeit?..“,0,6.61091E+17,19159
14998,"Die Brillantentante will lieber den vollen Preis zahlen, weil...? #DHDL",0,6.38784E+17,14998
14958,"Die Business- Frühstücke in den Niederlanden sind immer die besten. Nur schade, dass meine Tweets erst 4 Stunden später rausgehen :-(",0,6.38653E+17,14958
19688,"Die Bäume strippen wieder und
Der Sommer ist vorbei ☺",0,6.63597E+17,19688
18743,Die Bäume strippen wieder und der Sommer ist vorbei.,0,6.59033E+17,18743
19311,"Die Büchse der Pandora wurde geöffnet – DAX Short: Guten Morgen,

der Deutsche Aktienindex (DAX) hat Fahrt in ... https://t.co/VHeOCCzaDJ",0,6.61824E+17,19311
3822,Die Chefwissenschafterin der Nasa im Interview: «Für die Nasa war das ein Kulturwandel» http://t.co/kVhUISHLzd via @NZZ,0,5.73125E+17,3822
18165,"Die DKD spaar die land die sepie van Oscar Pistorius se vrylating. 

https://t.co/yTgjWIfdEf",0,6.56359E+17,18165
13274,"Die Details aus den Ministerien zu den Ermittlungen gegen @netzpolitik zeigen sehr deutlich, wie organisierte Inkompetenz funktioniert.",0,6.29589E+17,13274
1135,Die Digitalisierung der großen Stadt - Stadt Hamburg http://t.co/NXjbr1Bbpo #hoou #oer,0,5.55342E+17,1135
9922,"Die Dinge, die dir Angst machen sind genau jene, die dich zum Erfolg treiben ohne dass du es überhaupt (cont) http://t.co/ExaJGM5K1p",0,6.08213E+17,9922
18164,Die Dobbenkreuzung ohne Ampel ist zum Frühstück schon'ne Herausforderung #Bremen https://t.co/ubOFSzljYQ,0,6.56355E+17,18164
16399,Die Dukan Diät &amp; wie sie beim Abnehmen hilft http://t.co/KXK4zoxvDQ,0,6.46311E+17,16399
7924,Die Employer Branding Awards 2015 wurden am 7. Mai von trendence in Berlin verliehen. Hier gibt's die Facts http://t.co/MSU1ag0ifx,0,5.97677E+17,7924
15362,Die Erde ist angefüllt mit Himmel🌈War ein sehr trauriger Tag💔Wünsche euch eine gute Nacht🌜träumt schön😴💞 http://t.co/6TzqVaZT8v,0,6.40597E+17,15362
7993,"Die Ergebnisse vom Wochenende unserer Mannschaften:

1. Herren gegen TC Leun 2:4

2. Herren 40 gegen Lauterbach... http://t.co/5MM3s4tAvB",0,5.97851E+17,7993
1754,Die Ernst Wohlfeil Crew auf Trabi Tour in Berlin,0,5.59409E+17,1754
12422,Die Exkursion neigt sich dem Ende entgegen.,0,6.23855E+17,12422
3884,Die Fenster sind geputzt. Der Frühling kann kommen!,0,5.73545E+17,3884
12316,Die Fotostrecke vom Kampf zwischen Camilla Hinze vs. Katharina Lehner gibt ist online :-) http://t.co/7ykBlojesb,0,6.23155E+17,12316
3477,Die Fraktion trifft sich zur letzten Sitzung vor der Abstimmung zum Thema Griechenland.,0,5.70843E+17,3477
23002,Die Frankfurter Polizei klaut Tweets. Lol.,0,6.77472E+17,23002
5052,"Die Gerüchte über den Waffenlauf verdichten sich

Abgesehen von dem Muster im unteren Bereich des Laufs könnte es... http://t.co/2e43mrk0b5",0,5.80097E+17,5052
23784,Die Gerüchteküche brodelt wieder: 7 tech giants most likely to buy #Foursquare. https://t.co/lVX4zRqKDO,0,6.81035E+17,23784
2541,"Die Geschichte der Schriftarten &amp; warum ausnahmslos jeder Deutsche \DIN 1451\ kennt #fonts
http://t.co/gGJAH2m5U4 http://t.co/JO60FT01vU",0,5.64752E+17,2541
1970,"Die Gewinner einer Eintrittskarte für die Bierbrunnen Preload Party am Ostersonntag, dem 5.April im Wiener... http://t.co/v1zeHID78T",0,5.60827E+17,1970
4372,Die Glaskugel war auch mit http://t.co/ySOfFVehrQ,0,5.76828E+17,4372
2488,Die Glocken läuten für ein friedliches und buntes Ludwigshafen. #demolu #polizei,0,5.6441E+17,2488
23325,"Die Göppinger Waldweihnacht 2015      
 https://t.co/iSP7U1dmF2",0,6.78896E+17,23325
6336,Die HFC Fans haben laut Polizei schon im Zug randaliert. Na das wird ja ein toller Abend. 😏,0,5.88375E+17,6336
2020,"Die Hackathon-Plakate sind auf dem Weg und werden heute eintrudeln. #uh15
Wer will eines?",0,5.61066E+17,2020
1833,"Die Heiligtümer des Quietschbeus. Sein nächster Wunsch: der Todesstern sowie der Sternenzerstörer. 
WIR BRAUCHEN... http://t.co/hJH0MvqQat",0,5.60001E+17,1833
11623,Die Heizung läuft. #UrlaubinZeeland #schlechteLaune,0,6.18694E+17,11623
5565,Die Herausforderung im #burgeramt #berlin http://t.co/uTZDWO4QdM,0,5.83234E+17,5565
16921,Die Höchstbegabung wurde soeben publiziert! http://t.co/YE0KEzpUyK Vielen Dank an @helmholtz_de @Gomez_Picasso @NirajaRao,0,6.49172E+17,16921
15107,Die Höchstbegabung wurde soeben publiziert! http://t.co/imlZD0V5kF Vielen Dank an @DeborahAKizziah @Cocoa_Picasso @viajandocombebe,0,6.39388E+17,15107
18644,Die Höchstbegabung wurde soeben publiziert! https://t.co/T4QfCvKLX1 Vielen Dank an @Letthisworld @EFantastike @warholtime,0,6.58594E+17,18644
23231,Die Höchstbegabung wurde soeben publiziert! https://t.co/VCE8qvrNt3 Vielen Dank an @ShihTzu_Picasso @PK_Biswas @mastobgin,0,6.78526E+17,23231
23479,Die Höchsttemperatur beträgt in #CalaMillor heute 17C°. Die Tiefgsttemperatur liegt bei 11C°. Der UV-Index klettert auf Not Available und d…,0,6.79556E+17,23479
13208,"Die ICT-Spendings für folgende Bereiche legen im CH-Markt 2016 am meisten zu: Cloud Comp., IoT, Mobility &amp; Big Data. http://t.co/EdkNoLlwXK",0,6.29224E+17,13208
1764,Die Idee hatte @DieLinke_HH zuerst! “@extra3: Die wunderbare Welt der Wahlplakate: Darth #Scholz! #SPD  #hhwahl http://t.co/mydohVgUCa” #fb,0,5.59468E+17,1764
9139,Die Initiative betrifft bereits Unternehmen ab 8-12 Mitarbeitenden,0,6.03866E+17,9139
20538,Die Internationalen #Gesundheitsvorschriften der Weltgesundheitsorganisation [PS] https://t.co/MXV3hr1goX,0,6.66977E+17,20538
19546,Die Jahre 2000 bis heute haben uns mit jeder Menge Megahits versorgt. Ab sofort wird im Green Door zu Ehren... https://t.co/oEKQz7yNex,0,6.62948E+17,19546
1907,"Die Karte war ein Akt. X__x
Die Grundierung habe ich mit Aquarell gemacht und die Feinheiten dann komplett mit... http://t.co/7p1Dm6BNPN",0,5.6041E+17,1907
12810,Die Karten gehen aus! @basementuk @ Berlin am 14 September. Beeil' dich! http://t.co/QcSd33Pdg2 http://t.co/rf9cXzaqKW,0,6.26748E+17,12810
17388,"Die Karten gehen aus! Atemlos @ Berlin am 15-16, 18-21 November. Beeil' dich! http://t.co/VHGA3WMVeV http://t.co/Upji0sict9",0,6.51634E+17,17388
13635,Die Karten gehen aus! Kovacs @ Berlin am 9 November. Beeil' dich! http://t.co/nGJVXXBC6e http://t.co/tWvOZ6iSiv,0,6.31652E+17,13635
7156,"Die Kleine soll schlafen, singt uns über das Babyphon aber laut Lalelu vor. Wir schlafen wohl eher als sie. 😂",0,5.941E+17,7156
13827,Die Knochensäge http://t.co/99prSRiR3f,0,6.32663E+17,13827
10506,"Die Kombination aus Neu &amp; Alt hat, richtig eingesetzt, schon was an sich! #wirreisen https://t.co/KSoJnYaHkI",0,6.11549E+17,10506
14523,"Die Konsorten, die im Südosten der #Türkei eine fragwürdige \Autonomie\ ausriefen, wartebd auf ihr Gerichtsverfahren http://t.co/0IOkHLiSIg",0,6.36284E+17,14523
15761,"Die Korrelation der \System Bayern\- und \BRD-GmbH\-Sager liegt wohl irgendwo bei +0,9 und mehr...",0,6.42769E+17,15761
22735,Die Krone wird uns verfolgen #05 || Tearaway Unfolded: https://t.co/SGHvhVdDvG über @YouTube,0,6.76417E+17,22735
3448,Die Kunst der Reduktion: Ein komplettes Fachbuch an einem Nachmittag durchgekloppt. Klausur kann kommen. #könnteschiefgehen,0,5.70644E+17,3448
10472,Die LS 15 Hardware kann man ab sofort bei Amazon vorbestellen. Ich hoffe deren Bestell Server hält den Ansturm... http://t.co/YvFz1HWvjJ,0,6.11452E+17,10472
11352,Die Leute riechen heute wieder besonders würzig.,0,6.16944E+17,11352
1971,"Die Leute um mich herum müssen denken sie säßen in einem Hundekäfig, so laut knurrt mir der Magen... #bib",0,5.60828E+17,1971
12059,Die Linke will Artikel-10-Gesetz aufheben: Berlin: (hib/STO) Die Fraktion Die Linke hat einen Gesetzentwurf „z... http://t.co/YPcxCcWjOm,0,6.21476E+17,12059
7313,Die Lokführer streiken die ganze nächste Woche #gdl #streik @DB_Bahn #göttingen #pendlerblog http://t.co/pJBiNEWYWg,0,5.94907E+17,7313
23535,Die Lottozahlen:  https://t.co/G5DxxYZ1qJ,0,6.79733E+17,23535
14573,Die MBR Crew feiert grade mit Shaun Palmer und Shock Therapy auf der Eurobike das neue Intense Cycles Inc  M16! http://t.co/QEkyVsUJKF,0,6.36572E+17,14573
12326,"Die MINIONS sind wieder neu aufgefüllt....uuuuuund .....

es ist ein NEUES Design dazu gekommen *Urzeit*

&lt;3",0,6.23197E+17,12326
6505,"Die Mallorca Cowboys  schmeissen mit Andy Bar einen weiteren Song auf den Markt, der aber nur für eingefleischte... http://t.co/YMw2OIBp9k",0,5.89513E+17,6505
20933,Die Manga Sammlung wächst https://t.co/FLZXa4c1tO,0,6.68863E+17,20933
11717,Die Maniküre – sorgen Sie allein für das gute Aussehen Ihrer Hände http://t.co/KuhDBbN02G,0,6.19206E+17,11717
1879,"Die Martins sehen nach dem trocknen total anders aus. Q__Q 
Erst die \verdorbene\ Farbe und nun das. :&lt; *mit-Wasser-matsch*",0,5.60183E+17,1879
9785,Die Massenmedien entdecken das Barzahlungsthema und die ex-GEZ gibt ihr Versteckspiel auf http://t.co/M3xEZh2I1X,0,6.07499E+17,9785
9814,"Die Menschlichkeit kennt keine 10% Hürde
# HDP",0,6.07606E+17,9814
5760,"Die Mission Alte Minen in Tribez &amp; Castlez für #Android ist abgeschlossen! http://t.co/QXXLBK1yIG #androidgames,#gameinsight",0,5.8466E+17,5760
16037,"Die Musiksensation des Jahres!!!
Tortilla Flat, das Comeback nach über 35 Jahre.
Hier mehr dazu!
https://t.co/R7VycgzIfn",0,6.44262E+17,16037
20993,Die Online Marketing Rockstars jetzt auch mit Podcast https://t.co/Lnwf2l0jtq https://t.co/jF8t9rmH4d,0,6.69114E+17,20993
24200,Die Opfer werden ein weiteres Mal missbraucht und dieses Mal von Pegida: https://t.co/2QAsPW0Zgd,0,6.85651E+17,24200
11765,Die Party kann beginnen. http://t.co/XyzNQwOyyz,0,6.19536E+17,11765
7223,Die Polizei erwartet jetzt #Hooligans aus Berlin in #Erfurt #nowayEF,0,5.94455E+17,7223
10781,Die Rattenwolke! #himmelüberberlin #wolken #ichsehewas #regen #rainyday #clouds #cloudporn #sky… https://t.co/TN7kLoG5Fj,0,6.13329E+17,10781
11351,Die Resultate des #GReferendum am Sonntag verfolgen: http://t.co/eDXyVUyUDc Mit den Testdaten steht heute 50.41% #Οχι #servicetweet,0,6.16937E+17,11351
7651,Die Räuber sind unterwegs.  https://t.co/uDDjyA1LxE,0,5.96307E+17,7651
10057,Die SPD #Göttingen setzt die gerade erst beschlossene #Frauenquote jetzt in den städtischen Gesellschaften um. http://t.co/QbulhmiaUU,0,6.08972E+17,10057
651,"Die SPD hat viel erreicht und noch viel vor - ich auch!

Hier ein kleines Video über meine Arbeit im Rathaus und... http://t.co/3PYRq3Sg7s",0,5.52177E+17,651
8851,Die Schweiz. WAS. #ESC,0,6.02236E+17,8851
4177,Die Sendung Harzkontakte am 10.03.15 http://t.co/QkwcWdPnOw,0,5.75604E+17,4177
13916,"Die Server laufen soweit, müssen aber noch weiter eingerichtet und getestet werden. http://t.co/7mWtAkOqj8",0,6.33244E+17,13916
2755,Die Spannung steigt. Das wird @heidiklum in der ersten Folge essen? #GNTM,0,5.65943E+17,2755
9866,"Die Stadt #Göttingen gedenkt #Barbara, der Komponistin und Sängerin des nach ihr benannten Liedes. http://t.co/B8kbeNukfs",0,6.07869E+17,9866
23374,"Die Sterne klebten schon nicht, die Herzchen auch nicht.

Pfusch isses, Twitter!",0,6.79036E+17,23374
19305,Die Sterne waren viel besser als diese hässlichen Herzen :(,0,6.61779E+17,19305
3508,Die Stiftung #Warentest hat Fehler in ihrem #Email-Test korrigiert. Betroffene Anbieter wie @Posteo_de fordern mehr: http://t.co/YrvjrTOxve,0,5.70966E+17,3508
3815,Die Story geht weiter - auf https://t.co/oYJeBlMt4a http://t.co/1nfD9MfHYk,0,5.73075E+17,3815
20380,Die Suche nach dem Endportal | Minecraft FTB Infinity #133 [German]: https://t.co/0sYcv7bRAZ über @YouTube,0,6.66647E+17,20380
5491,Die Säure-Basen-Balance http://t.co/NpBUGqTcsh,0,5.82763E+17,5491
6042,"Die TOP!-Rettung am Wochenende: Club-BINGO! mit @RICARDO_M morgen, Samstag, 11.4.15, 20 Uhr im @Club_20457 #bingo #hamburg #tgif #ricardom",0,5.86416E+17,6042
18549,"Die Tage werden wieder kürzer, die Nächte länger. Wenn wir morgens aufstehen, ist es meist noch dunkel und man... https://t.co/PAe2EcdK1I",0,6.58155E+17,18549
17971,Die Top Bastelideen für den Herbst 2015 http://t.co/bd2T3uV5ei,0,6.55097E+17,17971
13463,Die Tour ist am 66. Breitengrad angekommen - der nördliche Polarkreis,0,6.30769E+17,13463
5188,Die Trauer im Gesicht von Höwedes. Ich kann nicht mehr. #GERAUS,0,5.80815E+17,5188
7568,Die UFC darf nun gegen die Landesmedienanstalt in Bayern klagen. Diese hatte Sport1 vor einigen Jahren verboten... http://t.co/mTy1KwrsJD,0,5.95951E+17,7568
23869,Die UN braucht eine Frau mit Erfahrung und politischem Gewicht an ihrer Spitze. Warum schreibe ich im @tagesspiegel https://t.co/U2jD8zqAb8,0,6.81463E+17,23869
1996,"Die USA und Russland spielen Schach, und die EU ist nur eine Figur auf dem Spielbrett.",0,5.60893E+17,1996
9853,Die Veranstaltung beginnt mit Networking - die Teilnehmer stellen sich einander vor. #hbdigi,0,6.07804E+17,9853
6041,"Die Verbotene Arbeiter Partei Kurdistan 
( PKK) Entschuldigt sich beim deutschen Volk für Taten in den 1990er Jahren gegenüber dem WDR/NDR",0,5.86393E+17,6041
16019,"Die Verkäuferin hat mich auch grade doof angeguckt als ich den  Rot bzw. Weißwein, den Gin und den Rum aufs Band legte.",0,6.44189E+17,16019
6423,Die Verniedlichung \Oma Hilde\ finde ich fehl am Platz.  https://t.co/pG94jpXN4U,0,5.88963E+17,6423
692,Die Verteidigung des christlich-jüdischen Abendlandes https://t.co/svc54kQOEg,1,5.52413E+17,692
19325,Die Vertreter von Hi-Tech-Möbeln sowie die Bewunderer eines modernen Stils schätzen Designer-#Möbelkanten. https://t.co/aFO6pDbFl4,0,6.61861E+17,19325
17392,Die Visuals 6 und 7 geben dann dazu Auskunft. Im #cl20 sind die schon drin. \Traditionell\ ist danach F2F-Training. https://t.co/PYgm7JQ1C9,0,6.51662E+17,17392
3357,Die Vorb. zur Innenausschusssitzung hat begonnen. U.a. spricht d. Präsident d. Bundesamtes für Migration und Flüchtlinge Dr. Manfred Schmidt,1,5.7014E+17,3357
6154,"Die Wahrheit über Business Outfits.
https://t.co/s0rBeqIJkJ",0,5.87214E+17,6154
20137,"Die Welt dreht so am Rad, dass ichs emotional nichmehr erfassen kann. Selbst Angst hat sich in nix aufgelöst. Ist wien Film, der nicht rührt",0,6.65592E+17,20137
16956,Die West-Propaganda gibt ab sofort wohl #Putin die Schuld an jedem einzelnen Toten im nahen Osten…,0,6.49285E+17,16956
3087,Die Worte zerfielen in seinem Mund wie modrige Pilze. Ja vielen Dank auch für das Bild in meinem Kopf.,0,5.68093E+17,3087
11896,"Die Wäsche ist fertig, kann die bitte jemand aufhängen.",0,6.20509E+17,11896
14540,"Die Zeit mag Wunden heilen, aber sie ist eine miserable Kosmetikerin.",0,6.36447E+17,14540
21311,Die Zeiten ändern sich: Keksausstecher: #Einhorn https://t.co/8AtNBxPC2E,0,6.70283E+17,21311
3038,"Die Zeitung über unser Zuschauerproblem, deshalb am Samstag #AlleInDieHalle @nbcbasketball 
http://t.co/n5HKikrijE",0,5.67712E+17,3038
14058,Die Ziffer 7 kommt in fast jeder Zahl vor http://t.co/4zHysguZeN,0,6.33945E+17,14058
19847,Die Zukunft der visuellen Suche – Neues Feature von #Pinterest zur Suche ohne Texteingabe. https://t.co/c6J1FJIF6i,0,6.6443E+17,19847
8895,"Die \Stillen\ sehen das, was die \Lauten\ nie bemerken.",0,6.02516E+17,8895
18908,Die aktuelle TWD Folge ist so zum heulen.,0,6.59834E+17,18908
12795,Die aktuellsten Infos über #SPECKPumpen und die #BADU Produkte finden sie in unserem Blog: http://t.co/Ai46WhOuzs,0,6.26679E+17,12795
9073,"Die angeblich \Starken\ sind die ersten, die bei einer drohenden Krankheit die \Schwächsten\ sind.",0,6.03533E+17,9073
11246,"Die arme! Ich hoffe, es findet sich noch eine Lösung. Bis Samstag ist ja nicht mehr weit. (und das ist nicht... http://t.co/E6eRpmQVWm",0,6.16234E+17,11246
922,Die beendet damit die \Orhan Saka Liga\ mit der Meisterschaft. In 16 Spielen gab es 14 Siege und 2 Remis. Keine Niederlage(!),0,5.53928E+17,922
14803,Die besten Aussichten bekommt man durch Einsichten.,0,6.37727E+17,14803
4607,Die besten Dinge im Leben sind umsonst. Zum Beispiel meine @YouNow Sendung. http://t.co/UJWY8TkTV8,0,5.78212E+17,4607
20760,"Die bisherige Investmentfondsbesteuerung war durch das sogenannte Transparenzprinzip geprägt. Das heißt, die... https://t.co/AG5fozIxQQ",0,6.68041E+17,20760
2499,Die deutsche #Aussenpolitik ist geprägt von Einseitigkeit. #Russland wurde im 3. Reich überfallen und heute hat man das vergessen  !,0,5.64461E+17,2499
10383,Die durch die Verspätung der @DB_Bahn entstandene Wartezeit sinnvoll genutzt: Demo @_verdi in MZ #Aufwerten jetzt! http://t.co/8xbFXJpHDw,0,6.10835E+17,10383
11497,Die dürfte eine einmalige Milchleistung haben. https://t.co/Rqm1682rQA,0,6.17905E+17,11497
24158,"Die einzige App, mit der du Konzerte in deiner Nähe findest - jederzeit, überall! https://t.co/ZWM3fSC1xt https://t.co/3Ft6TUDC7h",0,6.82635E+17,24158
5706,"Die erste Folge von #FragCayn ist da! 
Viel Spaß c:
https://t.co/iWuFNdAaSl
(Würde mich über einen RT freuen!) http://t.co/3sJVkcH53B",0,5.84333E+17,5706
16625,Die erste große Ernte! #balkongärtner http://t.co/Y4cg4lPQle,0,6.47389E+17,16625
3277,Die ersten 1000 Tage: Milupa Abendbrei und Bauchwohl-Tee http://t.co/onqz4hHECF on @bloglovin,0,5.6946E+17,3277
4304,Die ersten Bilder vom Kurt Cobain Film #MontageOfHeck Grund genug für's Kino! #wunschkonzert http://t.co/sVR2UgjKee,0,5.76423E+17,4304
4661,Die ersten Menschen genießen die #Sonne auf den #Schillerwiesen. #göttingen http://t.co/Yb8qewtkjJ,0,5.78568E+17,4661
92,Die ersten Plätzchen die ich in meinem Leben gemacht habe - mit meinem Schatz :) http://t.co/63qI1SyD,0,2.78613E+17,92
9591,"Die fertig gescannte Prinzessin Kakyuu für das Sailor Moon Crystal and Manga Artbook Projekt &lt;3

An sich hat mir... http://t.co/lWW1hUbb0M",0,6.06421E+17,9591
5555,Die für das Jahr 2016 geplante #Fusion der Landkreise #Göttingen und #Osterode ist überraschend gescheitert. #kassel http://t.co/IZSHOpWgyg,0,5.83192E+17,5555
20673,"Die genannten Personen fallen mir spontan ein, wenn an ich gute / unterhaltende Tweets denke, also nicht ausgeschlossen fühlen.^^ #lasttweet",0,6.67493E+17,20673
1375,Die größte Herausforderung des Tages: aus dem Bett aufstehen 😴,0,5.57063E+17,1375
1178,"Die größte Streife der Welt :D

https://t.co/iv5Jza76Cg",0,5.55687E+17,1178
4725,"Die größten Datenlecks – frisch geupdatete tolle #Infografik
http://t.co/s5mjoUNstJ http://t.co/T7vlxvr687",0,5.7895E+17,4725
24060,"Die guten alten Zeiten, in denen Eminem einfach grundlos Leute gefrontet hat. #priceless",0,6.82278E+17,24060
21468,Die haben alle für uns gespielt.... Das bedeutet nix Gutes für unser morgiges Spiel 😉,0,6.70974E+17,21468
16129,Die haben doch einen an der Murmel! https://t.co/p7lhqxGL3f,0,6.44826E+17,16129
6453,Die haben wenigstens keine G36-Schieß-Probleme. @ntvde  https://t.co/I3EUp7WUEd,0,5.89088E+17,6453
13493,"Die haben wohl nicht gegooglet vor der Taufe? http://t.co/922tk1XxMT ist schon vergeben, @alphabet auch",0,6.30897E+17,13493
5722,Die halbe Welt wünscht mir schöne Ostertage. Und was macht Werder?,0,5.84381E+17,5722
23432,Die heutige Folge der allwöchentlichen Hungerspiele kommt dann um 15:30 :),0,6.793E+17,23432
3763,Die kleine ist  da😘😘😚 http://t.co/LKic31Uo8O,0,5.72714E+17,3763
12189,Die könnten mit dem wasser wenigstens mal mein auto waschen;D,0,6.22306E+17,12189
8805,Die letzten 10-15 Minuten waren echt scheiße anzusehen. So wird das nichts. Kämpfen! #SCPVfB,0,6.02116E+17,8805
20626,"Die liebe Laura Gambrinus denkt auch an epub Leser.
ist das nicht wunderbar? :) https://t.co/AqeC20OfZw",0,6.67334E+17,20626
18801,Die lochis wan kommt ein neuer viedio,0,6.59345E+17,18801
18979,Die logischen Argumente der Asylkritiker machen ZDF-Moderatorin sprachlos https://t.co/WOzTD4TDBg via @HuffPostDE,0,6.60171E+17,18979
18529,Die mit dem Blub. #SdR #SchlagDenRaab,0,6.58026E+17,18529
5302,Die neue Babykollektion von Schachenmayr,0,5.81461E+17,5302
20614,"Die neue Immobilität bei Managern : Bye-bye, Fernbeziehung https://t.co/hnjcL5iWCe #Handelsblatt",0,6.67303E+17,20614
4185,"Die neue Nummer wird STARK! Obs n HIT wird, entscheiden die DJs und Hörer! Ich persönlich finde sie eine meiner... http://t.co/OexTQLTuTZ",0,5.75644E+17,4185
12722,Die neue Scheibe von Disclosure mit Sam Smith is erste Sahne!,0,6.26092E+17,12722
12564,Die neuen Asozialen: Eure Dummheit bringt Deutschland an den Abgrund http://t.co/IvpM3u33aU via @HuffPostDE,1,6.24871E+17,12564
7143,"Die neuen Biohazard, Tombstone, Backdraft, und Psychedelic Ausrüstungen sind jetzt auf der PS4 in den... http://t.co/MHe1SyErEx",1,5.94063E+17,7143
6208,Die neuen Kraftzentren: Globale Aufsteiger holen auf und werben um Vertrauen. Eine Reise zu den #Märkten von morgen. http://t.co/2bwGowAQnS,0,5.87544E+17,6208
15103,Die offizielle Renteninformation sieht auf den ersten Blick gar nicht schlecht aus? Vorsicht: Wie immer steckt... http://t.co/RVUDTr5ne9,0,6.39379E+17,15103
1238,"Die perfekte Liste für alle, die gern mit klingonischen Social Media Abkürzungen um sich werfen: http://t.co/fjYfj0hdFk via @bjoerntantau",0,5.56113E+17,1238
24108,Die perfekte Unterhaltung fürs neue Jahr! :) https://t.co/2hUY2McSdY,0,6.82506E+17,24108
3777,"Die persönlichste, intensivste und besondere Betreuung gibt's nur auf http://t.co/s9IqoqRkGe
#bdsm #domina #femdom http://t.co/fOY8rVUpLs",0,5.72805E+17,3777
1794,"Die prozentualen Wachstumsraten der Cloudausgaben im CH Markt erreichen im laufenden Jahr ihren Peak. Neue Studie, http://t.co/snrx0uoQQQ",0,5.59749E+17,1794
11325,Die richtige Entscheidung. \Neu entdecktes\ EE-Engagement von EnBW wirkt unglaubwürdig. #Buergerenergiewende #Prokon https://t.co/wja1UXkdo9,0,6.16678E+17,11325
22856,Die ruhige Zeit des Jahres fängt Sonntag für mich an. Dann ist auch wieder Zeit für anderes. Für ganze drei Wochen.,0,6.76854E+17,22856
14318,Die saisonale Belebung fällt bei Riepshoff-Objektpflege im Vergleich zum Vorjahr erstaunlich deutlich aus. Wir... http://t.co/LNiHaTo1ie,0,6.35179E+17,14318
